project,#u_classes,#d_classes,#de_classes,#dne_classes,#dw_classes,#dnw_classes,#uv_classes,#dv_classes,#dev_classes,#dnev_classes,#dwv_classes,#dnwv_classes,#u_sloc,#d_sloc,#de_sloc,#dne_sloc,#dw_sloc,#dnw_sloc,#uv_classes_sloc,#dv_classes_sloc,#dev_classes_sloc,#dnev_classes_sloc,#dwv_classes_sloc,#dnwv_classes_sloc,#uv_p1_r1,#uv_p1_r2,#uv_p1_r3,#uv_p1_r4,#uv_p2_r1,#uv_p2_r2,#uv_p2_r3,#uv_p2_r4,#uv_p3_r1,#uv_p3_r2,#uv_p3_r3,#uv_p3_r4,#dv_p1_r1,#dv_p1_r2,#dv_p1_r3,#dv_p1_r4,#dv_p2_r1,#dv_p2_r2,#dv_p2_r3,#dv_p2_r4,#dv_p3_r1,#dv_p3_r2,#dv_p3_r3,#dv_p3_r4,#dev_p1_r1,#dev_p1_r2,#dev_p1_r3,#dev_p1_r4,#dev_p2_r1,#dev_p2_r2,#dev_p2_r3,#dev_p2_r4,#dev_p3_r1,#dev_p3_r2,#dev_p3_r3,#dev_p3_r4,#dnev_p1_r1,#dnev_p1_r2,#dnev_p1_r3,#dnev_p1_r4,#dnev_p2_r1,#dnev_p2_r2,#dnev_p2_r3,#dnev_p2_r4,#dnev_p3_r1,#dnev_p3_r2,#dnev_p3_r3,#dnev_p3_r4,#dwv_p1_r1,#dwv_p1_r2,#dwv_p1_r3,#dwv_p1_r4,#dwv_p2_r1,#dwv_p2_r2,#dwv_p2_r3,#dwv_p2_r4,#dwv_p3_r1,#dwv_p3_r2,#dwv_p3_r3,#dwv_p3_r4,#dnwv_p1_r1,#dnwv_p1_r2,#dnwv_p1_r3,#dnwv_p1_r4,#dnwv_p2_r1,#dnwv_p2_r2,#dnwv_p2_r3,#dnwv_p2_r4,#dnwv_p3_r1,#dnwv_p3_r2,#dnwv_p3_r3,#dnwv_p3_r4
alibaba.cooma,4,23,0,23,0,23,2,3,0,3,0,3,285,872,0,872,0,872,269,171,0,171,0,171,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3
alibaba.dubbo,1107,15348,8844,6504,6714,8634,60,1157,626,531,746,411,40538,564434,327180,237254,239761,324673,6785,125094,65176,59918,80602,44492,0,0,4,3,0,0,35,22,0,0,0,102,0,0,138,67,0,6,904,598,0,0,0,1936,0,0,35,44,0,2,244,317,0,0,0,943,0,0,103,23,0,4,660,281,0,0,0,993,0,0,118,6,0,6,731,346,0,0,0,1368,0,0,20,61,0,0,173,252,0,0,0,568
alibaba.f2etest,228,23,0,23,0,23,28,3,0,3,0,3,3076,851,0,851,0,851,838,171,0,171,0,171,0,0,1,0,0,0,10,1,0,0,0,71,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3
alibaba.java-dns-cache-manipulator,8,185,150,35,185,0,3,16,16,0,16,0,470,8997,8933,64,8997,0,268,3036,3036,0,3036,0,0,0,0,0,0,0,2,3,0,0,0,4,0,0,0,0,0,0,35,1,0,0,0,14,0,0,0,0,0,0,35,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
alibaba.multi-thread-context,452,440,0,440,0,440,46,43,0,43,0,43,21339,20589,0,20589,0,20589,4502,4410,0,4410,0,4410,0,0,5,15,0,0,20,40,0,0,0,8,0,0,5,15,0,0,19,40,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,19,40,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,19,40,0,0,0,6
alibaba.tamper,105,830,803,27,577,253,13,87,84,3,74,13,2470,36922,35787,1135,29942,6980,375,9016,8723,293,7809,1207,0,0,0,0,0,0,1,6,0,0,0,11,0,0,13,1,0,0,68,35,0,0,0,120,0,0,13,0,0,0,68,35,0,0,0,93,0,0,0,1,0,0,0,0,0,0,0,27,0,0,13,0,0,0,59,20,0,0,0,93,0,0,0,1,0,0,9,15,0,0,0,27
alibaba.TProfiler,39,23,0,23,0,23,13,0,0,0,0,0,1509,2413,0,2413,0,2413,873,0,0,0,0,0,0,0,4,5,0,0,12,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alibaba.transmittable-thread-local,452,440,0,440,0,440,46,43,0,43,0,43,21339,20589,0,20589,0,20589,4502,4410,0,4410,0,4410,0,0,5,15,0,0,20,40,0,0,0,8,0,0,5,15,0,0,19,40,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,19,40,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,19,40,0,0,0,6
alibaba.wasp,1310,21085,3647,17438,9402,11683,143,2174,175,1999,1647,527,31126,621616,126058,495558,302266,319350,13201,220214,21796,198418,150952,69262,1,0,5,3,0,0,33,79,0,0,0,578,13,1,273,142,0,18,1871,863,0,0,0,4659,0,0,38,7,0,0,139,58,0,0,0,152,13,1,235,135,0,18,1732,805,0,0,0,4507,13,1,198,114,0,15,1418,474,0,0,0,4256,0,0,75,28,0,3,453,389,0,0,0,403
all4you.redant,130,4629,2985,1644,837,3792,21,381,115,266,189,192,2679,203211,126989,76222,30739,172472,686,45145,15572,29573,18921,26224,0,0,0,1,0,0,2,0,0,0,0,33,0,0,18,33,0,0,209,182,0,0,0,689,0,0,6,25,0,0,53,82,0,0,0,129,0,0,12,8,0,0,156,100,0,0,0,560,0,0,7,1,0,0,61,60,0,0,0,433,0,0,11,32,0,0,148,122,0,0,0,256
allbegray.slack-api,208,859,0,859,22,837,3,60,0,60,3,57,7515,40985,0,40985,899,40086,197,7182,0,7182,267,6915,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,1,0,0,16,41,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,16,41,0,0,0,49,0,0,0,0,0,0,2,1,0,0,0,0,0,0,12,1,0,0,14,40,0,0,0,49
allure-framework.allure-core,256,6154,3268,2886,3041,3113,38,298,135,163,127,171,7777,170042,74924,95118,68790,101252,2788,34249,14742,19507,13924,20325,0,0,2,0,0,0,10,2,0,0,0,45,0,0,37,19,0,0,239,177,0,0,0,268,0,0,25,2,0,0,121,26,0,0,0,114,0,0,12,17,0,0,118,151,0,0,0,154,0,0,25,0,0,0,121,26,0,0,0,107,0,0,12,19,0,0,118,151,0,0,0,161
allure-framework.allure1,256,6154,3268,2886,3041,3113,38,298,135,163,127,171,7777,170042,74924,95118,68790,101252,2788,34249,14742,19507,13924,20325,0,0,2,0,0,0,10,2,0,0,0,45,0,0,37,19,0,0,239,177,0,0,0,268,0,0,25,2,0,0,121,26,0,0,0,114,0,0,12,17,0,0,118,151,0,0,0,154,0,0,25,0,0,0,121,26,0,0,0,107,0,0,12,19,0,0,118,151,0,0,0,161
almende.chap-links-library,39,110,0,110,110,0,5,1,0,1,1,0,474,1222,0,1222,1222,0,316,14,0,14,14,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alphatica.genotick,190,246,123,123,123,123,12,18,15,3,15,3,6543,8073,7563,510,7563,510,1032,3168,2989,179,2989,179,0,0,1,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,40,2,0,0,0,19,0,0,0,0,0,0,34,1,0,0,0,14,0,0,0,0,0,0,6,1,0,0,0,5,0,0,0,0,0,0,34,1,0,0,0,14,0,0,0,0,0,0,6,1,0,0,0,5
alphazero.jredis,211,281,253,28,281,0,20,58,51,7,58,0,6977,9974,8520,1454,9974,0,2843,5089,4265,824,5089,0,0,0,1,0,0,0,10,7,0,0,0,15,0,0,7,2,0,0,45,20,0,0,0,68,0,0,7,0,0,0,41,10,0,0,0,54,0,0,0,2,0,0,4,10,0,0,0,14,0,0,7,2,0,0,45,20,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0
amaembo.huntbugs,289,1283,368,915,407,876,7,65,23,42,23,42,8372,48854,12462,36392,13573,35281,464,10013,3483,6530,3483,6530,0,0,1,0,0,0,11,0,0,0,0,1,0,0,0,3,0,0,93,39,0,0,0,35,0,0,0,1,0,0,42,6,0,0,0,2,0,0,0,2,0,0,51,33,0,0,0,33,0,0,0,1,0,0,42,6,0,0,0,2,0,0,0,2,0,0,51,33,0,0,0,33
amaurycrickx.recognito,18,0,0,0,0,0,0,0,0,0,0,0,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amidst.toolbox,570,23385,19636,3749,19636,3749,81,1338,607,731,607,731,24891,522704,360818,161886,360818,161886,7414,166418,78767,87651,78767,87651,0,0,5,28,0,0,80,23,0,0,0,52,0,0,243,125,0,1,900,708,0,0,0,1284,0,0,58,14,0,1,371,392,0,0,0,457,0,0,185,111,0,0,529,316,0,0,0,827,0,0,58,14,0,1,371,392,0,0,0,457,0,0,185,111,0,0,529,316,0,0,0,827
amznlabs.amazon-dsstne,42,1982,1948,34,1883,99,10,59,55,4,49,10,1711,41363,39303,2060,37633,3730,996,6612,6044,568,5159,1453,0,0,0,0,0,0,6,13,0,0,0,3,0,0,8,0,0,0,12,6,0,0,0,96,0,0,8,0,0,0,12,2,0,0,0,44,0,0,0,0,0,0,0,4,0,0,0,52,0,0,7,0,0,0,10,1,0,0,0,42,0,0,1,0,0,0,2,5,0,0,0,54
anba.es6draft,1578,2169,421,1748,0,2169,20,160,30,130,0,160,62683,110644,29662,80982,0,110644,4454,22897,4993,17904,0,22897,0,0,1,0,0,0,17,5,0,0,0,7,0,0,11,40,0,0,29,98,0,0,0,94,0,0,5,3,0,0,8,5,0,0,0,22,0,0,6,37,0,0,21,93,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,40,0,0,29,98,0,0,0,94
Anchormen.sql4es,11426,8589,7161,1428,7153,1436,401,115,84,31,77,38,417094,323953,248884,75069,238233,85720,60113,11278,6570,4708,5174,6104,0,0,13,37,0,0,97,459,0,0,0,256,0,0,5,0,0,0,52,75,0,0,0,108,0,0,5,0,0,0,45,35,0,0,0,103,0,0,0,0,0,0,7,40,0,0,0,5,0,0,1,0,0,0,42,40,0,0,0,73,0,0,4,0,0,0,10,35,0,0,0,35
andrewgaul.are-we-consistent-yet,5,396,244,152,124,272,1,47,35,12,8,39,159,12293,8560,3733,2427,9866,150,3452,2741,711,128,3324,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,0,0,6,15,0,0,0,152,0,0,4,4,0,0,6,13,0,0,0,26,0,0,0,0,0,0,0,2,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,73,0,0,4,4,0,0,6,15,0,0,0,79
andrewgaul.modernizer-maven-plugin,2,131,62,69,62,69,0,8,7,1,7,1,1,11355,3320,8035,3320,8035,0,1649,1525,124,1525,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
andrewgaul.s3proxy,709,586,294,292,132,454,86,60,41,19,14,46,29452,19882,10681,9201,3427,16455,10428,6653,3976,2677,1792,4861,0,1,31,0,0,9,115,57,0,0,0,245,0,0,10,4,0,2,49,40,0,0,0,123,0,0,10,4,0,2,17,29,0,0,0,50,0,0,0,0,0,0,32,11,0,0,0,73,0,0,6,0,0,2,15,22,0,0,0,33,0,0,4,4,0,0,34,18,0,0,0,90
andriusvelykis.reflow-maven-skin,8,482,277,205,256,226,0,46,9,37,42,4,465,18226,7090,11136,14013,4213,0,5914,921,4993,5690,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,30,4,0,0,0,66,0,0,0,0,0,0,8,0,0,0,0,4,0,0,4,0,0,0,22,4,0,0,0,62,0,0,4,0,0,0,29,4,0,0,0,63,0,0,0,0,0,0,1,0,0,0,0,3
andygibson.datafactory,7,0,0,0,0,0,4,0,0,0,0,0,360,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
angusws.tcx2nikeplus,154,3545,3005,540,3483,62,16,137,69,68,135,2,4798,117340,98846,18494,113396,3944,1412,17066,11904,5162,16865,201,0,0,6,0,0,0,16,4,0,0,0,8,0,0,22,0,0,0,35,71,0,0,0,169,0,0,11,0,0,0,18,24,0,0,0,44,0,0,11,0,0,0,17,47,0,0,0,125,0,0,22,0,0,0,34,69,0,0,0,169,0,0,0,0,0,0,1,2,0,0,0,0
anjlab.sat3,66,897,275,622,275,622,6,100,52,48,52,48,2746,43401,9616,33785,9616,33785,1280,11912,4313,7599,4313,7599,0,0,1,0,0,0,15,6,0,0,0,29,0,0,9,21,0,0,48,57,0,0,0,85,0,0,7,0,0,0,42,10,0,0,0,54,0,0,2,21,0,0,6,47,0,0,0,31,0,0,7,0,0,0,42,10,0,0,0,54,0,0,2,21,0,0,6,47,0,0,0,31
aNNiMON.Lightweight-Stream-API,426,38,0,38,0,38,5,0,0,0,0,0,5223,53,0,53,0,53,184,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anotheria.moskito,921,4999,1983,3016,906,4093,177,487,188,299,56,431,32475,170746,56707,114039,29224,141522,11743,50717,14986,35731,5474,45243,0,0,1,5,0,0,21,14,0,0,0,417,0,0,55,44,0,0,206,367,0,0,0,749,0,0,21,4,0,0,62,54,0,0,0,428,0,0,34,40,0,0,144,313,0,0,0,321,0,0,19,0,0,0,29,38,0,0,0,94,0,0,36,44,0,0,177,329,0,0,0,655
anthonyraymond.joal,199,2874,2773,101,2712,162,5,148,142,6,123,25,2162,84211,80211,4000,78465,5746,676,19291,18976,315,16944,2347,0,0,0,0,0,0,17,2,0,0,0,1,0,0,27,0,0,0,88,17,0,0,0,284,0,0,27,0,0,0,83,16,0,0,0,282,0,0,0,0,0,0,5,1,0,0,0,2,0,0,27,0,0,0,75,10,0,0,0,179,0,0,0,0,0,0,13,7,0,0,0,105
antlr.codebuff,3182,2270,2270,0,1941,329,128,0,0,0,0,0,82970,60807,60807,0,46234,14573,24883,0,0,0,0,0,0,0,12,11,0,0,70,88,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AnujaK.restfiddle,253,6597,354,6243,1158,5439,48,689,17,672,88,601,5045,276211,19137,257074,44682,231529,2358,79345,2832,76513,8469,70876,0,0,11,0,0,0,82,12,0,0,0,157,0,0,73,21,0,5,312,393,0,0,0,783,0,0,3,0,0,0,7,0,0,0,0,47,0,0,70,21,0,5,305,393,0,0,0,736,0,0,14,1,0,0,26,46,0,0,0,180,0,0,59,20,0,5,286,347,0,0,0,603
aol.chronos,56,7244,2641,4603,5200,2044,14,996,361,635,792,204,2114,312742,104314,208428,155181,157561,1450,113168,34268,78900,71332,41836,0,0,2,11,0,0,29,1,0,0,0,61,0,0,79,59,0,1,584,346,0,0,0,1513,0,0,22,7,0,0,290,95,0,0,0,624,0,0,57,52,0,1,294,251,0,0,0,889,0,0,44,56,0,1,414,181,0,0,0,1399,0,0,35,3,0,0,170,165,0,0,0,114
apache-spark-on-k8s.kubernetes-HDFS,4,2192,2167,25,1932,260,2,128,121,7,105,23,71,72263,70836,1427,57437,14826,71,14791,13982,809,11535,3256,0,0,0,0,0,0,0,0,0,0,0,7,0,0,19,2,0,0,75,26,0,0,0,180,0,0,19,0,0,0,72,16,0,0,0,166,0,0,0,2,0,0,3,10,0,0,0,14,0,0,18,2,0,0,62,20,0,0,0,139,0,0,1,0,0,0,13,6,0,0,0,41
apache.archiva,651,33397,8576,24821,24700,8697,172,2583,623,1960,1865,718,32357,1030574,274236,756338,640185,390868,17688,285757,64715,221042,198538,87219,0,0,2,8,0,0,92,29,0,0,0,820,0,0,152,188,0,1,1634,1033,0,0,0,4237,0,0,42,7,0,1,307,212,0,0,0,917,0,0,110,181,0,0,1327,821,0,0,0,3320,0,0,98,96,0,1,1110,572,0,0,0,2904,0,0,54,92,0,0,524,461,0,0,0,1333
apache.commons-beanutils,122,552,524,28,552,0,22,27,19,8,27,0,6500,17808,16340,1468,17808,0,2649,3488,2416,1072,3488,0,0,0,1,0,0,0,1,6,0,0,0,70,0,0,11,1,0,0,7,9,0,0,0,22,0,0,11,0,0,0,2,3,0,0,0,8,0,0,0,1,0,0,5,6,0,0,0,14,0,0,11,1,0,0,7,9,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
apache.commons-cli,27,0,0,0,0,0,1,0,0,0,0,0,1431,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apache.commons-collections,524,0,0,0,0,0,19,0,0,0,0,0,16524,0,0,0,0,0,2416,0,0,0,0,0,0,0,11,0,0,0,2,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apache.commons-compress,354,0,0,0,0,0,13,0,0,0,0,0,15054,0,0,0,0,0,2534,0,0,0,0,0,0,0,3,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apache.commons-dbcp,80,105,77,28,105,0,31,11,3,8,11,0,8824,4113,2645,1468,4113,0,3766,1628,556,1072,1628,0,0,0,1,0,0,0,48,9,0,0,0,26,0,0,0,1,0,0,7,6,0,0,0,15,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,5,6,0,0,0,14,0,0,0,1,0,0,7,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
apache.commons-fileupload,49,108,108,0,108,0,6,15,15,0,15,0,1226,6517,6517,0,6517,0,508,2601,2601,0,2601,0,0,0,0,0,0,0,4,6,0,0,0,2,0,0,0,0,0,0,34,1,0,0,0,14,0,0,0,0,0,0,34,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
apache.commons-imaging,431,0,0,0,0,0,36,0,0,0,0,0,18601,0,0,0,0,0,2875,0,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apache.commons-io,151,0,0,0,0,0,17,0,0,0,0,0,8745,0,0,0,0,0,3241,0,0,0,0,0,0,0,1,0,0,0,31,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apache.commons-lang,285,0,0,0,0,0,15,0,0,0,0,0,18575,0,0,0,0,0,5077,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apache.commons-net,179,0,0,0,0,0,9,0,0,0,0,0,9877,0,0,0,0,0,1389,0,0,0,0,0,0,0,1,0,0,0,19,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apache.commons-pool,77,0,0,0,0,0,3,0,0,0,0,0,2645,0,0,0,0,0,556,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apache.commons-vfs,358,28,0,28,28,0,32,8,0,8,8,0,13755,1468,0,1468,1468,0,2599,1072,0,1072,1072,0,0,0,6,0,0,0,15,17,0,0,0,55,0,0,0,1,0,0,5,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,6,0,0,0,14,0,0,0,1,0,0,5,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
apache.deltaspike,1216,2816,457,2359,1699,1117,80,177,25,152,49,128,30610,76655,10228,66427,22696,53959,4919,18453,1755,16698,2949,15504,0,0,5,0,0,0,27,22,0,0,0,106,0,0,32,16,0,3,206,154,0,0,0,344,0,0,10,2,0,3,21,9,0,0,0,27,0,0,22,14,0,0,185,145,0,0,0,317,0,0,6,2,0,0,29,37,0,0,0,30,0,0,26,14,0,3,177,117,0,0,0,314
apache.falcon,11454,20954,9006,11948,16712,4242,534,2045,312,1733,1711,334,240105,539429,167525,371904,397569,141860,58235,193732,35871,157861,152581,41151,0,0,47,23,0,0,252,206,0,0,0,1008,0,0,87,612,0,1,823,839,0,0,0,3582,0,0,31,7,0,1,272,233,0,0,0,239,0,0,56,605,0,0,551,606,0,0,0,3343,0,0,67,568,0,1,644,533,0,0,0,3237,0,0,20,44,0,0,179,306,0,0,0,345
apache.httpcore,817,65,27,38,27,38,37,5,1,4,1,4,25174,3441,1370,2071,1370,2071,2497,615,47,568,47,568,0,0,1,2,0,0,10,12,0,0,0,67,0,0,0,0,0,0,1,4,0,0,0,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,52
apache.incubator-samoa,24,320,0,320,320,0,2,9,0,9,9,0,1573,6921,0,6921,6921,0,159,995,0,995,995,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,2,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,7,0,0,0,3,0,0,3,0,0,0,2,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
apache.incubator-singa,0,464,464,0,464,0,0,33,33,0,33,0,0,9086,9086,0,9086,0,0,1022,1022,0,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,5,2,0,0,0,5,0,0,0,22,0,0,5,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,5,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
apache.incubator-systemml,2692,18212,6210,12002,14188,4024,371,1866,341,1525,1749,117,153843,386858,145947,240911,317456,69402,58627,138291,32977,105314,122595,15696,0,0,0,101,0,0,141,295,0,0,0,768,0,0,64,679,0,0,425,942,0,0,0,2545,0,0,11,0,0,0,70,493,0,0,0,64,0,0,53,679,0,0,355,449,0,0,0,2481,0,0,59,679,0,0,396,740,0,0,0,2530,0,0,5,0,0,0,29,202,0,0,0,15
apache.maven,982,1499,299,1200,788,711,63,108,16,92,59,49,40842,62906,19640,43266,37231,25675,8544,15586,5002,10584,9476,6110,0,0,0,2,0,0,94,14,0,0,0,51,0,0,12,2,0,0,154,33,0,0,0,145,0,0,2,0,0,0,13,0,0,0,0,40,0,0,10,2,0,0,141,33,0,0,0,105,0,0,4,0,0,0,79,6,0,0,0,80,0,0,8,2,0,0,75,27,0,0,0,65
apache.metamodel,759,16746,10546,6200,11069,5677,111,1028,571,457,582,446,27453,575032,326541,248491,353818,221214,9030,124316,64110,60206,71666,52650,0,0,3,1,0,1,39,41,0,0,0,210,0,0,71,92,0,0,320,825,0,0,0,1211,0,0,24,71,0,0,109,562,0,0,0,422,0,0,47,21,0,0,211,263,0,0,0,789,0,0,47,43,0,0,168,477,0,0,0,780,0,0,24,49,0,0,152,348,0,0,0,431
apache.olingo-odata4,2726,5508,2240,3268,4594,914,159,462,95,367,418,44,135511,242235,85013,157222,196614,45621,29098,58432,8621,49811,56045,2387,0,0,5,36,0,0,98,117,0,0,0,306,0,0,104,44,0,3,762,240,0,0,0,685,0,0,7,1,0,0,54,19,0,0,0,180,0,0,97,43,0,3,708,221,0,0,0,505,0,0,103,34,0,3,735,235,0,0,0,599,0,0,1,10,0,0,27,5,0,0,0,86
apache.orc,550,8049,2337,5712,7310,739,64,1153,95,1058,1121,32,11783,210074,72344,137730,175602,34472,4293,82632,8844,73788,78528,4104,0,0,1,33,0,0,4,29,0,0,0,41,0,0,54,506,0,0,300,245,0,0,0,2045,0,0,20,21,0,0,26,32,0,0,0,48,0,0,34,485,0,0,274,213,0,0,0,1997,0,0,49,506,0,0,285,223,0,0,0,2022,0,0,5,0,0,0,15,22,0,0,0,23
apache.servicemix,4,873,0,873,760,113,2,103,0,103,100,3,109,32279,0,32279,29694,2585,91,12214,0,12214,11906,308,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,0,0,57,19,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,57,19,0,0,0,193,0,0,4,8,0,0,51,19,0,0,0,189,0,0,0,0,0,0,6,0,0,0,0,4
apex.apex,13,10,10,0,0,10,0,0,0,0,0,0,54,45,45,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
