,dependency,enterprise,well_known,used_projects,contributors_in_used_projects,cves,spotbugs_vuls
3684,org_springframework_boot_spring-boot-starter-aop_1.3.3.RELEASE_spring-boot-starter-aop-1.3.3.RELEASE.jar,0,0,1,2,2,0
3685,org_springframework_boot_spring-boot-starter-remote-shell_1.3.3.RELEASE_spring-boot-starter-remote-shell-1.3.3.RELEASE.jar,0,0,1,2,2,0
3686,org_springframework_boot_spring-boot-starter-security_1.3.3.RELEASE_spring-boot-starter-security-1.3.3.RELEASE.jar,0,0,1,2,2,0
3687,com_rometools_rome_1.5.0_rome-1.5.0.jar,1,0,3,101,0,7
3688,com_github_dandelion_dandelion-ehcache_1.1.1_dandelion-ehcache-1.1.1.jar,0,0,1,2,0,1
3689,org_springframework_spring-oxm_4.2.5.RELEASE_spring-oxm-4.2.5.RELEASE.jar,1,1,3,10,4,14
3690,org_springframework_webflow_spring-webflow_2.4.0.RELEASE_spring-webflow-2.4.0.RELEASE.jar,0,1,1,2,0,116
3691,org_springframework_boot_spring-boot-actuator_1.3.3.RELEASE_spring-boot-actuator-1.3.3.RELEASE.jar,0,0,1,2,2,75
3692,org_springframework_boot_spring-boot-starter-data-jpa_1.3.3.RELEASE_spring-boot-starter-data-jpa-1.3.3.RELEASE.jar,0,0,1,2,2,0
3693,net_sf_ehcache_ehcache_2.10.1_ehcache-2.10.1.jar,0,0,1,2,0,536
3694,org_webjars_jquery_2.2.2_jquery-2.2.2.jar,0,0,1,2,0,0
3695,org_webjars_bootstrap_3.3.6_bootstrap-3.3.6.jar,0,0,5,19,0,0
3696,com_github_dandelion_datatables-export-poi_1.1.0_datatables-export-poi-1.1.0.jar,0,0,1,2,7,0
3697,com_github_dandelion_datatables-export-itext_1.1.0_datatables-export-itext-1.1.0.jar,0,0,1,2,0,0
3698,org_webjars_jquery-ui_1.11.4_jquery-ui-1.11.4.jar,0,0,2,11,1,0
3699,com_github_dandelion_datatables-export-poi-ooxml_1.1.0_datatables-export-poi-ooxml-1.1.0.jar,0,0,1,2,0,0
3700,org_webjars_datatables_1.10.11_datatables-1.10.11.jar,0,0,1,2,0,0
3701,org_webjars_jquery-ui-themes_1.11.4_jquery-ui-themes-1.11.4.jar,0,0,2,11,1,0
3702,org_thymeleaf_extras_thymeleaf-extras-conditionalcomments_2.1.1.RELEASE_thymeleaf-extras-conditionalcomments-2.1.1.RELEASE.jar,0,0,1,2,0,3
3703,org_springframework_boot_spring-boot-starter-thymeleaf_1.3.3.RELEASE_spring-boot-starter-thymeleaf-1.3.3.RELEASE.jar,0,0,1,2,2,0
3704,org_nibor_autolink_autolink_0.10.0_autolink-0.10.0.jar,1,0,1,23,0,0
3705,org_eclipse_collections_eclipse-collections_8.1.0_eclipse-collections-8.1.0.jar,0,1,1,6,0,5
3706,it_unimi_dsi_fastutil_8.1.0_fastutil-8.1.0.jar,0,0,2,14,0,1371
3707,com_koloboke_koloboke-api-jdk8_1.0.0_koloboke-api-jdk8-1.0.0.jar,0,0,1,6,0,0
3708,com_carrotsearch_hppc_0.7.2_hppc-0.7.2.jar,1,0,1,6,0,7
3709,org_eclipse_collections_eclipse-collections-api_8.1.0_eclipse-collections-api-8.1.0.jar,0,1,1,6,0,0
3710,org_gnu_gnu-crypto_2.0.1_gnu-crypto-2.0.1.jar,0,0,1,7,0,58
3711,org_luaj_luaj-jse_3.0-beta2_luaj-jse-3.0-beta2.jar,0,0,1,7,0,65
3712,org_apache_maven_maven-core_2.0.9_maven-core-2.0.9.jar,1,1,1,10,0,14
3713,org_springframework_spring-core_3.2.0.RELEASE_spring-core-3.2.0.RELEASE.jar,1,1,2,14,15,105
3714,org_eclipse_jetty_jetty-server_8.1.8.v20121106_jetty-server-8.1.8.v20121106.jar,1,1,1,10,1,89
3715,com_esotericsoftware_kryo_kryo_2.22_kryo-2.22.jar,1,0,1,10,0,36
3716,org_apache_maven_maven-artifact_2.2.1_maven-artifact-2.2.1.jar,1,1,2,28,0,1
3717,com_fasterxml_jackson_core_jackson-databind_2.6.4_jackson-databind-2.6.4.jar,0,0,3,37,17,34
3718,org_eclipse_jetty_jetty-util_8.1.8.v20121106_jetty-util-8.1.8.v20121106.jar,1,1,1,10,1,91
3719,org_codehaus_plexus_plexus-maven-plugin_1.3.8_plexus-maven-plugin-1.3.8.jar,0,0,1,10,0,17
3720,org_eclipse_jetty_jetty-webapp_8.1.8.v20121106_jetty-webapp-8.1.8.v20121106.jar,1,1,1,10,1,17
3721,org_springframework_spring-web_3.2.0.RELEASE_spring-web-3.2.0.RELEASE.jar,1,1,1,10,10,176
3722,org_codehaus_jackson_jackson-mapper-asl_1.9.11_jackson-mapper-asl-1.9.11.jar,0,0,6,74,0,21
3723,org_apache_cxf_cxf-rt-frontend-jaxrs_2.7.2_cxf-rt-frontend-jaxrs-2.7.2.jar,0,1,1,10,14,116
3724,org_apache_xmlbeans_xmlbeans_3.0.2_xmlbeans-3.0.2.jar,0,1,1,19,0,209
3725,com_google_code_javaparser_javaparser_1.0.11_javaparser-1.0.11.jar,0,1,2,31,0,4
3726,org_antlr_antlr4-runtime_4.7.2_antlr4-runtime-4.7.2.jar,1,0,5,249,0,27
3727,org_springframework_boot_spring-boot-starter-actuator_2.1.3.RELEASE_spring-boot-starter-actuator-2.1.3.RELEASE.jar,1,1,1,19,0,0
3728,com_sun_jersey_jersey-grizzly2_1.19.4_jersey-grizzly2-1.19.4.jar,0,0,1,19,0,0
3729,org_springframework_boot_spring-boot-starter-tomcat_2.1.3.RELEASE_spring-boot-starter-tomcat-2.1.3.RELEASE.jar,1,1,1,19,0,0
3730,org_springframework_boot_spring-boot-starter-web_2.1.3.RELEASE_spring-boot-starter-web-2.1.3.RELEASE.jar,1,1,5,72,0,0
3731,org_apache_maven_maven-plugin-api_3.6.0_maven-plugin-api-3.6.0.jar,0,0,3,84,0,6
3732,org_apache_maven_maven-core_3.6.0_maven-core-3.6.0.jar,0,0,2,77,0,49
3733,net_sourceforge_argparse4j_argparse4j_0.4.4_argparse4j-0.4.4.jar,0,0,1,35,0,7
3734,com_fasterxml_jackson_core_jackson-databind_2.9.4_jackson-databind-2.9.4.jar,0,0,4,80,19,40
3735,com_fasterxml_jackson_core_jackson-core_2.9.4_jackson-core-2.9.4.jar,0,0,2,65,0,54
3736,org_apache_lucene_lucene-core_4.7.0_lucene-core-4.7.0.jar,0,1,1,12,0,82
3737,org_apache_lucene_lucene-queryparser_4.7.0_lucene-queryparser-4.7.0.jar,0,1,1,12,0,41
3738,org_eclipse_core_runtime_3.10.0-v20140318-2214_runtime-3.10.0-v20140318-2214.jar,1,1,1,18,0,13
3739,org_eclipse_equinox_common_3.6.200-v20130402-1505_common-3.6.200-v20130402-1505.jar,1,1,1,18,0,34
3740,org_eclipse_osgi_org.eclipse.osgi_3.6.0.v20100517_org.eclipse.osgi-3.6.0.v20100517.jar,0,1,1,18,0,343
3741,org_eclipse_jdt_org.eclipse.jdt.core_3.7.1_org.eclipse.jdt.core-3.7.1.jar,0,1,1,18,0,1121
3742,org_locationtech_jts_jts-core_1.16.1_jts-core-1.16.1.jar,0,0,2,35,0,50
3743,org_eclipse_jgit_org.eclipse.jgit_4.0.1.201506240215-r_org.eclipse.jgit-4.0.1.201506240215-r.jar,0,1,1,4,0,212
3744,org_slf4j_slf4j-jdk14_1.7.2_slf4j-jdk14-1.7.2.jar,0,0,1,4,0,1
3745,com_goldmansachs_gs-collections_7.0.4-SNAPSHOT_gs-collections-7.0.4-SNAPSHOT.jar,1,0,1,41,0,2
3746,org_apache_maven_maven-project_2.0_maven-project-2.0.jar,0,0,1,41,0,6
3747,com_goldmansachs_gs-collections-testutils_7.0.4-SNAPSHOT_gs-collections-testutils-7.0.4-SNAPSHOT.jar,1,0,1,41,0,3
3748,com_carrotsearch_hppc_0.7.1_hppc-0.7.1.jar,1,0,2,52,0,7
3749,org_openjdk_jmh_jmh-core_1.11.1_jmh-core-1.11.1.jar,0,1,1,41,0,41
3750,net_openhft_koloboke-api-jdk8_0.6.7_koloboke-api-jdk8-0.6.7.jar,1,0,1,41,0,0
3751,com_goldmansachs_gs-collections-api_7.0.4-SNAPSHOT_gs-collections-api-7.0.4-SNAPSHOT.jar,1,0,1,41,0,0
3752,org_apache_ant_ant_1.9.4_ant-1.9.4.jar,0,1,2,65,0,378
3753,com_goldmansachs_gs-collections-forkjoin_7.0.4-SNAPSHOT_gs-collections-forkjoin-7.0.4-SNAPSHOT.jar,1,0,1,41,0,0
3754,org_antlr_ST4_4.0.8_ST4-4.0.8.jar,1,0,2,44,0,45
3755,net_portswigger_burp_extender_burp-extender-api_1.7.22_burp-extender-api-1.7.22.jar,0,0,2,4,2,0
3756,com_google_guava_guava_22.0-android_guava-22.0-android.jar,1,1,2,8,1,59
3757,com_googlecode_fmpp-maven-plugin_fmpp-maven-plugin_1.0_fmpp-maven-plugin-1.0.jar,0,1,1,6,0,0
3758,org_beanshell_bsh_2.0b5_bsh-2.0b5.jar,0,0,2,28,1,52
3759,junit_junit_3.8.1_junit-3.8.1.jar,1,1,2,18,0,9
3760,org_antlr_antlr4-runtime_4.6_antlr4-runtime-4.6.jar,1,0,3,451,0,24
3761,org_mybatis_spring_boot_mybatis-spring-boot-starter_1.3.0_mybatis-spring-boot-starter-1.3.0.jar,1,0,5,54,0,0
3762,org_springframework_boot_spring-boot-configuration-processor_2.1.5.RELEASE_spring-boot-configuration-processor-2.1.5.RELEASE.jar,1,1,1,5,0,5
3763,org_springframework_boot_spring-boot-autoconfigure_2.1.5.RELEASE_spring-boot-autoconfigure-2.1.5.RELEASE.jar,1,1,1,5,0,59
3764,org_mybatis_mybatis_3.5.1_mybatis-3.5.1.jar,0,0,2,27,0,191
3765,org_springframework_boot_spring-boot-starter_2.1.5.RELEASE_spring-boot-starter-2.1.5.RELEASE.jar,1,1,2,37,0,0
3766,com_github_davidmoten_guava-mini_0.1.2_guava-mini-0.1.2.jar,1,0,2,12,0,0
3767,com_google_code_findbugs_annotations_3.0.1_annotations-3.0.1.jar,0,1,2,14,0,0
3768,org_antlr_antlr-runtime_3.3_antlr-runtime-3.3.jar,1,0,2,7,0,15
3769,cglib_cglib_2.1_3_cglib-2.1_3.jar,1,0,2,18,0,25
3770,nl_flotsam_pecia_pecia_1.0_pecia-1.0.jar,0,0,1,7,0,2
3771,commons-io_commons-io_1.3.1_commons-io-1.3.1.jar,0,0,3,11,0,32
3772,com_spotify_docker-client_8.16.0_docker-client-8.16.0.jar,1,0,1,7,4,29
3773,com_squareup_retrofit2_adapter-rxjava_2.5.0_adapter-rxjava-2.5.0.jar,1,0,1,7,0,0
3774,io_github_bonigarcia_webdrivermanager_3.6.2_webdrivermanager-3.6.2.jar,1,0,1,7,0,135
3775,com_codeborne_phantomjsdriver_1.4.4_phantomjsdriver-1.4.4.jar,0,0,2,22,0,8
3776,org_springframework_spring-core_3.0.6.RELEASE_spring-core-3.0.6.RELEASE.jar,1,1,2,59,12,53
3777,org_springframework_spring-beans_3.0.6.RELEASE_spring-beans-3.0.6.RELEASE.jar,1,1,1,51,10,135
3778,com_googlecode_foresite-toolkit_foresite_0.9_foresite-0.9.jar,0,1,1,51,0,7
3779,org_jwat_jwat-warc_1.0.1_jwat-warc-1.0.1.jar,0,0,1,51,0,16
3780,org_netpreserve_commons_webarchive-commons_1.1.9_webarchive-commons-1.1.9.jar,0,0,1,51,0,295
3781,org_brotli_dec_0.1.2_dec-0.1.2.jar,1,0,2,115,0,0
3782,com_sleepycat_je_4.1.6_je-4.1.6.jar,0,0,1,51,0,262
3783,redis_clients_jedis_2.0.0_jedis-2.0.0.jar,1,0,3,99,0,5
3784,org_springframework_spring-web_3.0.6.RELEASE_spring-web-3.0.6.RELEASE.jar,1,1,1,51,10,149
3785,com_flagstone_transform_3.0.2_transform-3.0.2.jar,0,0,1,51,0,23
3786,org_jwat_jwat-arc_1.0.1_jwat-arc-1.0.1.jar,0,0,1,51,0,4
3787,org_netpreserve_openwayback_openwayback-access-control-core_1.0.2_openwayback-access-control-core-1.0.2.jar,1,0,1,51,0,21
3788,org_beanshell_bsh_2.0b4_bsh-2.0b4.jar,0,0,3,69,1,49
3789,org_htmlparser_htmlparser_1.6_htmlparser-1.6.jar,0,0,1,51,0,151
3790,com_microsoft_azure_azure-eventhubs_2.3.0_azure-eventhubs-2.3.0.jar,1,1,1,61,0,94
3791,com_microsoft_azure_azure-eventhubs-eph_2.5.0_azure-eventhubs-eph-2.5.0.jar,1,1,1,61,0,148
3792,org_bouncycastle_bcprov-jdk15on_1.49_bcprov-jdk15on-1.49.jar,0,0,2,26,11,481
3793,org_clojure_clojure_1.9.0_clojure-1.9.0.jar,1,0,1,9,0,33
3794,cljsjs_js-joda-locale-en-us_2.0.0-0_js-joda-locale-en-us-2.0.0-0.jar,0,0,1,9,0,0
3795,cljsjs_js-joda-timezone_2.0.1-0_js-joda-timezone-2.0.1-0.jar,0,0,1,9,0,0
3796,org_yaml_snakeyaml_1.12_snakeyaml-1.12.jar,0,0,3,145,0,11
3797,com_google_guava_guava_10.0.1_guava-10.0.1.jar,1,1,5,349,0,36
3798,org_avaje_ebean_2.8.1_ebean-2.8.1.jar,0,0,1,140,0,411
3799,com_meetup_archery_2.10_0.3.0_archery_2.10-0.3.0.jar,0,0,1,4,0,1
3800,org_apache_spark_spark-mllib_2.10_2.1.0_spark-mllib_2.10-2.1.0.jar,1,1,1,4,9,477
3801,org_apache_logging_log4j_log4j-slf4j-impl_2.8.2_log4j-slf4j-impl-2.8.2.jar,1,1,3,57,0,2
3802,org_hibernate_hibernate-entitymanager_4.1.0.Final_hibernate-entitymanager-4.1.0.Final.jar,0,1,1,9,2,28
3803,org_apache_wicket_wicket-extensions_8.5.0_wicket-extensions-8.5.0.jar,0,0,1,9,0,11
3804,org_hsqldb_hsqldb_2.0.0_hsqldb-2.0.0.jar,0,0,1,9,0,264
3805,com_uwyn_jhighlight_1.0_jhighlight-1.0.jar,0,0,2,53,0,18
3806,org_hibernate_hibernate-core_4.1.0.Final_hibernate-core-4.1.0.Final.jar,0,1,1,9,2,383
3807,javax_annotation_javax.annotation-api_1.2_javax.annotation-api-1.2.jar,0,0,7,168,0,0
3808,org_apache_wicket_wicket-core_8.5.0_wicket-core-8.5.0.jar,0,0,1,9,0,368
3809,org_apache_logging_log4j_log4j-slf4j-impl_2.5_log4j-slf4j-impl-2.5.jar,1,1,1,9,1,4
3810,org_hibernate_hibernate-validator_4.3.1.Final_hibernate-validator-4.3.1.Final.jar,0,1,1,9,0,4
3811,org_apache_tomee_openejb-core_7.0.3_openejb-core-7.0.3.jar,0,1,1,9,1,473
3812,org_apache_logging_log4j_log4j-core_2.5_log4j-core-2.5.jar,1,1,7,89,1,428
3813,org_openjdk_jmh_jmh-core_1.9.3_jmh-core-1.9.3.jar,0,1,1,1,0,41
3814,com_squareup_javapoet_1.1.0_javapoet-1.1.0.jar,1,0,1,1,0,3
3815,org_apache_httpcomponents_httpclient_4.5.7_httpclient-4.5.7.jar,0,0,4,175,0,210
3816,com_alibaba_fastjson_1.2.56_fastjson-1.2.56.jar,1,0,1,11,0,74
3817,org_springframework_boot_spring-boot-starter-activemq_2.1.2.RELEASE_spring-boot-starter-activemq-2.1.2.RELEASE.jar,1,1,1,11,0,0
3818,org_apache_httpcomponents_httpmime_4.5.7_httpmime-4.5.7.jar,0,0,2,38,0,3
3819,com_alipay_sdk_alipay-sdk-java_3.4.49.ALL_alipay-sdk-java-3.4.49.ALL.jar,0,0,1,11,0,1057
3820,org_apache_shiro_shiro-web_1.4.0_shiro-web-1.4.0.jar,0,1,1,11,0,52
3821,org_apache_shiro_shiro-core_1.4.0_shiro-core-1.4.0.jar,0,1,3,47,0,120
3822,org_mybatis_spring_boot_mybatis-spring-boot-starter_2.0.0_mybatis-spring-boot-starter-2.0.0.jar,1,0,1,11,0,0
3823,org_apache_activemq_activemq-pool_5.15.8_activemq-pool-5.15.8.jar,1,1,1,11,0,6
3824,org_apache_tomcat_embed_tomcat-embed-jasper_9.0.14_tomcat-embed-jasper-9.0.14.jar,0,1,1,11,4,103
3825,org_apache_jmeter_ApacheJMeter_2.10_ApacheJMeter-2.10.jar,0,1,1,7,2,9
3826,org_apache_jmeter_ApacheJMeter_http_2.10_ApacheJMeter_http-2.10.jar,0,1,1,7,2,62
3827,org_apache_jmeter_ApacheJMeter_core_2.10_ApacheJMeter_core-2.10.jar,0,1,1,7,2,78
3828,net_jodah_concurrentunit_0.4.2_concurrentunit-0.4.2.jar,0,0,1,4,0,0
3829,org_springframework_kafka_spring-kafka_1.3.2.RELEASE_spring-kafka-1.3.2.RELEASE.jar,0,1,1,3,0,38
3830,org_fusesource_jansi_jansi_1.13_jansi-1.13.jar,1,0,1,5,0,61
3831,io_grpc_grpc-all_0.13.2_grpc-all-0.13.2.jar,1,0,1,5,0,29
3832,net_mingsoft_shiro-freemarker-tags_0.1_shiro-freemarker-tags-0.1.jar,1,0,2,7,0,0
3833,org_mybatis_mybatis_3.3.0_mybatis-3.3.0.jar,0,0,3,9,0,161
3834,org_springframework_session_spring-session-data-redis_1.2.2.RELEASE_spring-session-data-redis-1.2.2.RELEASE.jar,0,1,1,5,0,0
3835,org_springframework_spring-webmvc_4.3.3.RELEASE_spring-webmvc-4.3.3.RELEASE.jar,1,1,2,7,10,306
3836,org_springframework_spring-core_4.3.3.RELEASE_spring-core-4.3.3.RELEASE.jar,1,1,2,7,10,118
3837,org_springframework_spring-instrument_4.3.3.RELEASE_spring-instrument-4.3.3.RELEASE.jar,1,1,1,5,9,0
3838,org_slf4j_jul-to-slf4j_1.7.21_jul-to-slf4j-1.7.21.jar,0,0,1,5,0,5
3839,org_springframework_spring-aspects_4.3.3.RELEASE_spring-aspects-4.3.3.RELEASE.jar,1,1,2,7,9,0
3840,com_fasterxml_jackson_core_jackson-databind_2.8.3_jackson-databind-2.8.3.jar,0,0,3,13,23,49
3841,org_apache_shiro_shiro-ehcache_1.3.2_shiro-ehcache-1.3.2.jar,0,1,2,10,0,9
3842,org_slf4j_log4j-over-slf4j_1.7.21_log4j-over-slf4j-1.7.21.jar,0,0,1,5,0,12
3843,org_springframework_spring-instrument-tomcat_4.3.3.RELEASE_spring-instrument-tomcat-4.3.3.RELEASE.jar,1,1,1,5,9,0
3844,org_springframework_spring-orm_4.3.3.RELEASE_spring-orm-4.3.3.RELEASE.jar,1,1,2,7,9,88
3845,org_springframework_spring-context-support_4.3.3.RELEASE_spring-context-support-4.3.3.RELEASE.jar,1,1,3,10,9,41
3846,org_springframework_spring-oxm_4.3.3.RELEASE_spring-oxm-4.3.3.RELEASE.jar,1,1,1,5,9,14
3847,org_apache_shiro_shiro-web_1.3.2_shiro-web-1.3.2.jar,0,1,5,18,0,53
3848,org_springframework_spring-jms_4.3.3.RELEASE_spring-jms-4.3.3.RELEASE.jar,1,1,1,5,9,44
3849,org_eclipse_jetty_jetty-server_9.4.14.v20181114_jetty-server-9.4.14.v20181114.jar,1,1,3,224,2,115
3850,org_springframework_spring-tx_5.1.8.RELEASE_spring-tx-5.1.8.RELEASE.jar,1,1,2,213,0,51
3851,org_slf4j_slf4j-android_1.7.25_slf4j-android-1.7.25.jar,0,0,3,255,0,1
3852,org_hibernate_hibernate-validator_5.4.2.Final_hibernate-validator-5.4.2.Final.jar,0,1,2,223,0,10
3853,org_fusesource_jansi_jansi_1.18_jansi-1.18.jar,1,0,2,144,0,94
3854,mysql_mysql-connector-java_6.0.5_mysql-connector-java-6.0.5.jar,0,0,4,183,2,192
3855,org_codehaus_woodstox_wstx-asl_3.0.0_wstx-asl-3.0.0.jar,0,0,1,134,0,90
3856,org_apache_commons_commons-lang3_3.2_commons-lang3-3.2.jar,1,1,1,134,0,42
3857,org_springframework_boot_spring-boot-starter-data-jpa_2.1.1.RELEASE_spring-boot-starter-data-jpa-2.1.1.RELEASE.jar,0,0,3,156,0,0
3858,org_eclipse_jetty_jetty-servlet_9.4.14.v20181114_jetty-servlet-9.4.14.v20181114.jar,1,1,3,224,2,23
3859,org_thymeleaf_thymeleaf-spring5_3.0.11.RELEASE_thymeleaf-spring5-3.0.11.RELEASE.jar,0,0,1,134,0,45
3860,org_springframework_retry_spring-retry_1.2.2.RELEASE_spring-retry-1.2.2.RELEASE.jar,1,1,2,160,0,14
3861,net_sf_saxon_Saxon-HE_9.5.1-5_Saxon-HE-9.5.1-5.jar,0,0,1,134,0,266
3862,org_eclipse_jetty_jetty-servlets_9.4.14.v20181114_jetty-servlets-9.4.14.v20181114.jar,1,1,2,180,2,49
3863,mysql_mysql-connector-java_8.0.16_mysql-connector-java-8.0.16.jar,0,0,4,200,0,129
3864,org_springframework_data_spring-data-jpa_2.1.8.RELEASE_spring-data-jpa-2.1.8.RELEASE.jar,1,1,1,134,0,32
3865,org_apache_commons_commons-csv_1.3_commons-csv-1.3.jar,1,1,1,134,0,1
3866,com_squareup_okhttp3_okhttp_3.8.1_okhttp-3.8.1.jar,0,0,4,384,1,16
3867,net_ttddyy_datasource-proxy_1.5.1_datasource-proxy-1.5.1.jar,0,0,1,134,0,27
3868,org_postgresql_postgresql_9.4.1212.jre7_postgresql-9.4.1212.jre7.jar,1,0,5,345,3,76
3869,org_eclipse_jetty_websocket_websocket-api_9.4.14.v20181114_websocket-api-9.4.14.v20181114.jar,1,1,1,134,0,0
3870,org_springframework_boot_spring-boot-starter-actuator_2.1.1.RELEASE_spring-boot-starter-actuator-2.1.1.RELEASE.jar,0,0,3,156,0,0
3871,org_springframework_boot_spring-boot-starter-jersey_2.1.1.RELEASE_spring-boot-starter-jersey-2.1.1.RELEASE.jar,0,0,1,134,0,0
3872,org_apache_derby_derby_10.14.2.0_derby-10.14.2.0.jar,0,1,1,134,0,224
3873,org_eclipse_jetty_jetty-webapp_9.4.14.v20181114_jetty-webapp-9.4.14.v20181114.jar,1,1,1,134,2,17
3874,org_eclipse_jetty_jetty-util_9.4.14.v20181114_jetty-util-9.4.14.v20181114.jar,1,1,2,180,2,83
3875,org_springframework_boot_spring-boot-autoconfigure_2.1.1.RELEASE_spring-boot-autoconfigure-2.1.1.RELEASE.jar,0,0,2,161,0,58
3876,org_thymeleaf_thymeleaf_3.0.11.RELEASE_thymeleaf-3.0.11.RELEASE.jar,0,0,2,141,0,100
3877,org_springframework_spring-jdbc_5.1.8.RELEASE_spring-jdbc-5.1.8.RELEASE.jar,1,1,3,226,0,239
3878,org_springframework_spring-websocket_5.1.8.RELEASE_spring-websocket-5.1.8.RELEASE.jar,1,1,1,134,0,145
3879,org_slf4j_slf4j-simple_1.7.7_slf4j-simple-1.7.7.jar,0,0,5,250,0,3
3880,org_springframework_boot_spring-boot-starter-web_2.1.1.RELEASE_spring-boot-starter-web-2.1.1.RELEASE.jar,0,0,4,196,0,0
3881,org_eclipse_jetty_websocket_websocket-client_9.4.14.v20181114_websocket-client-9.4.14.v20181114.jar,1,1,1,134,2,3
3882,org_springframework_spring-messaging_5.1.8.RELEASE_spring-messaging-5.1.8.RELEASE.jar,1,1,2,137,0,85
3883,com_microsoft_sqlserver_mssql-jdbc_7.0.0.jre8_mssql-jdbc-7.0.0.jre8.jar,1,1,2,144,0,1922
3884,org_springframework_boot_spring-boot-starter-log4j2_2.1.3.RELEASE_spring-boot-starter-log4j2-2.1.3.RELEASE.jar,1,1,2,20,0,0
3885,org_springframework_boot_spring-boot-starter-thymeleaf_2.1.3.RELEASE_spring-boot-starter-thymeleaf-2.1.3.RELEASE.jar,1,1,2,17,0,0
3886,org_springframework_security_extensions_spring-security-saml2-core_1.0.3.RELEASE_spring-security-saml2-core-1.0.3.RELEASE.jar,0,1,1,7,0,138
3887,nz_net_ultraq_thymeleaf_thymeleaf-layout-dialect_2.3.0_thymeleaf-layout-dialect-2.3.0.jar,0,0,3,19,0,133
3888,org_springframework_boot_spring-boot-starter_2.1.3.RELEASE_spring-boot-starter-2.1.3.RELEASE.jar,1,1,2,20,0,0
3889,org_aspectj_aspectjrt_1.8.13_aspectjrt-1.8.13.jar,0,0,1,59,0,21
3890,org_apache_hadoop_hadoop-common_2.7.1_hadoop-common-2.7.1.jar,0,1,3,102,9,914
3891,com_sun_jersey_jersey-core_1.9_jersey-core-1.9.jar,0,0,1,59,0,62
3892,org_apache_openjpa_openjpa-jdbc_2.4.0_openjpa-jdbc-2.4.0.jar,0,1,1,59,0,111
3893,com_thinkaurelius_titan_titan-berkeleyje_0.5.4_titan-berkeleyje-0.5.4.jar,0,0,1,59,0,14
3894,org_apache_openjpa_openjpa-persistence-jdbc_2.4.0_openjpa-persistence-jdbc-2.4.0.jar,0,1,1,59,0,0
3895,javax_servlet_jsp_jsp-api_2.0_jsp-api-2.0.jar,0,0,1,59,0,11
3896,org_springframework_spring-beans_3.0.3.RELEASE_spring-beans-3.0.3.RELEASE.jar,1,1,4,165,11,128
3897,com_github_stephenc_findbugs_findbugs-annotations_1.3.9-1_findbugs-annotations-1.3.9-1.jar,0,0,2,89,0,0
3898,javax_jms_jms_1.1_jms-1.1.jar,1,0,1,59,0,0
3899,com_thinkaurelius_titan_titan-core_0.5.4_titan-core-0.5.4.jar,0,0,1,59,0,223
3900,org_apache_hadoop_hadoop-yarn-server-nodemanager_2.7.1_hadoop-yarn-server-nodemanager-2.7.1.jar,0,1,1,59,9,364
3901,com_sun_jersey_jersey-json_1.9_jersey-json-1.9.jar,0,0,1,59,0,17
3902,com_sun_jersey_jersey-server_1.9_jersey-server-1.9.jar,0,0,1,59,0,69
3903,org_apache_hadoop_hadoop-auth_2.7.1_hadoop-auth-2.7.1.jar,0,1,1,59,9,39
3904,org_jvnet_mimepull_mimepull_1.9_mimepull-1.9.jar,0,0,1,59,0,29
3905,org_apache_hadoop_hadoop-mapreduce-client-common_2.7.1_hadoop-mapreduce-client-common-2.7.1.jar,0,1,1,59,9,86
3906,com_codahale_metrics_metrics-graphite_3.0.2_metrics-graphite-3.0.2.jar,0,0,2,73,0,2
3907,javax_validation_validation-api_1.0.0.GA_validation-api-1.0.0.GA.jar,0,0,9,286,0,0
3908,org_apache_hadoop_hadoop-yarn-server-resourcemanager_2.7.1_hadoop-yarn-server-resourcemanager-2.7.1.jar,0,1,1,59,9,553
3909,org_springframework_shell_spring-shell_1.1.0.RELEASE_spring-shell-1.1.0.RELEASE.jar,0,1,3,143,0,60
3910,org_apache_hadoop_hadoop-hdfs_2.7.1_hadoop-hdfs-2.7.1.jar,0,1,3,75,9,2016
3911,com_tinkerpop_blueprints_blueprints-core_2.6.0_blueprints-core-2.6.0.jar,0,0,3,85,0,29
3912,com_sun_jersey_jersey-client_1.9_jersey-client-1.9.jar,0,0,2,62,0,10
3913,org_hdrhistogram_HdrHistogram_2.1.5_HdrHistogram-2.1.5.jar,0,0,1,5,0,5
3914,com_rabbitmq_amqp-client_4.0.0_amqp-client-4.0.0.jar,1,0,1,10,2,39
3915,org_apache_solr_solr-core_5.3.1_solr-core-5.3.1.jar,0,1,1,4,0,1412
3916,org_apache_jena_jena-arq_2.13.0_jena-arq-2.13.0.jar,1,1,2,15,0,326
3917,org_apache_solr_solr-test-framework_5.3.1_solr-test-framework-5.3.1.jar,0,1,1,4,0,183
3918,org_slf4j_slf4j-log4j12_1.7.18_slf4j-log4j12-1.7.18.jar,0,0,1,16,0,27
3919,com_twitter_common_application-module-stats_0.0.19_application-module-stats-0.0.19.jar,0,0,1,2,0,1
3920,org_apache_hadoop_hadoop-core_1.0.3_hadoop-core-1.0.3.jar,0,1,1,2,5,2406
3921,org_hsqldb_hsqldb_2.2.8_hsqldb-2.2.8.jar,0,0,2,26,0,282
3922,com_twitter_common_application-module-http_0.0.20_application-module-http-0.0.20.jar,0,0,1,2,0,0
3923,com_twitter_common_application_0.0.31_application-0.0.31.jar,0,0,1,2,0,1
