,dependency,enterprise,well_known,used_projects,contributors_in_used_projects,cves,spotbugs_vuls
2776,org_jpmml_pmml-evaluator-extension_1.4.6_pmml-evaluator-extension-1.4.6.jar,1,0,2,2,0,0
2777,com_alibaba_spring_spring-context-support_1.0.2_spring-context-support-1.0.2.jar,0,0,1,14,0,13
2778,com_google_zxing_core_3.3.2_core-3.3.2.jar,1,1,2,18,0,55
2779,com_google_zxing_javase_3.3.2_javase-3.3.2.jar,1,1,1,14,0,7
2780,org_apache_zookeeper_zookeeper_3.4.12_zookeeper-3.4.12.jar,0,1,2,64,1,451
2781,org_springframework_spring-context_5.1.3.RELEASE_spring-context-5.1.3.RELEASE.jar,1,1,1,14,0,184
2782,com_alipay_sofa_hessian_3.3.3_hessian-3.3.3.jar,1,0,1,14,1,62
2783,org_springframework_spring-oxm_5.1.3.RELEASE_spring-oxm-5.1.3.RELEASE.jar,1,1,1,14,0,13
2784,org_springframework_spring-webmvc_5.1.3.RELEASE_spring-webmvc-5.1.3.RELEASE.jar,1,1,1,14,0,179
2785,commons-httpclient_commons-httpclient_3.0_commons-httpclient-3.0.jar,0,0,1,14,1,125
2786,org_springframework_spring-jms_5.1.3.RELEASE_spring-jms-5.1.3.RELEASE.jar,1,1,1,14,0,44
2787,io_netty_netty-transport_4.1.31.Final_netty-transport-4.1.31.Final.jar,1,0,1,14,0,2
2788,org_apache_logging_log4j_log4j-1.2-api_2.11.1_log4j-1.2-api-2.11.1.jar,1,1,1,14,0,6
2789,org_springframework_boot_spring-boot-starter_2.1.1.RELEASE_spring-boot-starter-2.1.1.RELEASE.jar,0,0,3,175,0,0
2790,cn_rongcloud_im_server-sdk-java_3.0.2_server-sdk-java-3.0.2.jar,1,0,1,14,0,70
2791,org_springframework_spring-aspects_5.1.3.RELEASE_spring-aspects-5.1.3.RELEASE.jar,1,1,2,34,0,6
2792,com_baomidou_mybatis-plus_3.0.7.1_mybatis-plus-3.0.7.1.jar,0,0,1,14,0,0
2793,org_mybatis_mybatis-spring_2.0.0_mybatis-spring-2.0.0.jar,0,0,1,14,0,5
2794,com_luhuiguo_fastdfs-client_0.4.0_fastdfs-client-0.4.0.jar,1,0,1,14,0,26
2795,org_apache_curator_curator-recipes_4.2.0_curator-recipes-4.2.0.jar,0,0,1,14,0,26
2796,org_springframework_boot_spring-boot-starter-tomcat_2.1.1.RELEASE_spring-boot-starter-tomcat-2.1.1.RELEASE.jar,0,0,1,14,0,0
2797,org_apache_dubbo_dubbo_2.7.1_dubbo-2.7.1.jar,0,0,1,14,0,227
2798,com_aliyun_aliyun-java-sdk-dysmsapi_1.1.0_aliyun-java-sdk-dysmsapi-1.1.0.jar,1,0,1,14,0,0
2799,io_netty_netty-resolver-dns_4.1.31.Final_netty-resolver-dns-4.1.31.Final.jar,1,0,1,14,0,1
2800,com_aliyun_aliyun-java-sdk-core_4.1.2_aliyun-java-sdk-core-4.1.2.jar,1,0,1,14,0,24
2801,org_mybatis_mybatis_3.5.0_mybatis-3.5.0.jar,0,0,3,24,0,192
2802,org_apache_logging_log4j_log4j-api_2.11.1_log4j-api-2.11.1.jar,1,1,1,14,0,52
2803,mysql_mysql-connector-java_8.0.11_mysql-connector-java-8.0.11.jar,0,0,2,15,2,189
2804,io_netty_netty-codec-dns_4.1.31.Final_netty-codec-dns-4.1.31.Final.jar,1,0,1,14,0,0
2805,javax_servlet_javax.servlet-api_4.0.1_javax.servlet-api-4.0.1.jar,0,0,6,171,0,25
2806,io_lettuce_lettuce-core_5.0.4.RELEASE_lettuce-core-5.0.4.RELEASE.jar,1,0,1,14,0,20
2807,io_netty_netty-common_4.1.31.Final_netty-common-4.1.31.Final.jar,1,0,1,14,0,87
2808,com_aliyun_aliyun-java-sdk-dyvmsapi_1.2.0_aliyun-java-sdk-dyvmsapi-1.2.0.jar,1,0,1,14,0,0
2809,org_springframework_spring-jdbc_5.1.3.RELEASE_spring-jdbc-5.1.3.RELEASE.jar,1,1,1,14,0,239
2810,io_netty_netty-buffer_4.1.31.Final_netty-buffer-4.1.31.Final.jar,1,0,1,14,0,1
2811,org_springframework_data_spring-data-redis_2.1.3.RELEASE_spring-data-redis-2.1.3.RELEASE.jar,1,1,1,14,0,48
2812,io_swagger_swagger-annotations_1.5.18_swagger-annotations-1.5.18.jar,1,0,1,14,0,0
2813,org_springframework_spring-web_5.1.3.RELEASE_spring-web-5.1.3.RELEASE.jar,1,1,1,14,0,235
2814,org_springframework_spring-aop_5.1.3.RELEASE_spring-aop-5.1.3.RELEASE.jar,1,1,1,14,0,65
2815,com_lmax_disruptor_3.4.2_disruptor-3.4.2.jar,0,0,2,136,0,2
2816,com_alipay_sdk_alipay-sdk-java_3.3.49.ALL_alipay-sdk-java-3.3.49.ALL.jar,0,0,1,14,0,933
2817,org_apache_logging_log4j_log4j-slf4j-impl_2.11.1_log4j-slf4j-impl-2.11.1.jar,1,1,1,14,0,2
2818,com_baomidou_mybatis-plus-generator_3.0.7.1_mybatis-plus-generator-3.0.7.1.jar,0,0,1,14,0,44
2819,com_belerweb_pinyin4j_2.5.1_pinyin4j-2.5.1.jar,0,0,1,14,0,6
2820,org_redisson_redisson_3.5.6_redisson-3.5.6.jar,0,0,1,14,0,137
2821,org_springframework_spring-tx_5.1.3.RELEASE_spring-tx-5.1.3.RELEASE.jar,1,1,1,14,0,52
2822,io_netty_netty-codec_4.1.31.Final_netty-codec-4.1.31.Final.jar,1,0,1,14,0,3
2823,org_apache_logging_log4j_log4j-core_2.11.1_log4j-core-2.11.1.jar,1,1,1,14,0,246
2824,com_fasterxml_jackson_core_jackson-core_2.9.5_jackson-core-2.9.5.jar,0,0,4,111,0,54
2825,org_dom4j_dom4j_2.1.0_dom4j-2.1.0.jar,0,0,1,14,1,23
2826,com_baomidou_mybatis-plus-annotation_3.0.7.1_mybatis-plus-annotation-3.0.7.1.jar,0,0,1,14,0,0
2827,io_netty_netty-handler_4.1.31.Final_netty-handler-4.1.31.Final.jar,1,0,1,14,0,15
2828,org_apache_commons_commons-pool2_2.6.0_commons-pool2-2.6.0.jar,1,1,3,44,0,3
2829,javax_mail_javax.mail-api_1.6.2_javax.mail-api-1.6.2.jar,0,0,2,22,0,26
2830,io_netty_netty-codec-http_4.1.34.Final_netty-codec-http-4.1.34.Final.jar,1,0,2,27,0,12
2831,io_netty_netty-transport_4.1.34.Final_netty-transport-4.1.34.Final.jar,1,0,2,27,0,2
2832,io_netty_netty-handler_4.1.34.Final_netty-handler-4.1.34.Final.jar,1,0,2,27,0,15
2833,io_netty_netty-codec_4.1.34.Final_netty-codec-4.1.34.Final.jar,1,0,1,8,0,3
2834,com_google_caliper_caliper_1.0-beta-2_caliper-1.0-beta-2.jar,1,1,1,5,0,50
2835,org_eclipse_jetty_jetty-io_9.2.6.v20141205_jetty-io-9.2.6.v20141205.jar,1,1,1,8,0,0
2836,org_apache_hbase_hbase-annotations_1.0.0_hbase-annotations-1.0.0.jar,0,1,1,8,6,0
2837,org_apache_zookeeper_zookeeper_3.4.6_zookeeper-3.4.6.jar,0,1,9,130,0,416
2838,org_apache_hbase_hbase-client_1.3.0_hbase-client-1.3.0.jar,0,1,2,13,1,472
2839,org_apache_htrace_htrace-core_3.1.0-incubating_htrace-core-3.1.0-incubating.jar,0,1,1,8,0,104
2840,io_netty_netty-all_4.0.23.Final_netty-all-4.0.23.Final.jar,1,0,1,8,2,116
2841,org_eclipse_jetty_jetty-util_9.2.6.v20141205_jetty-util-9.2.6.v20141205.jar,1,1,1,8,2,88
2842,org_eclipse_jetty_jetty-annotations_9.2.6.v20141205_jetty-annotations-9.2.6.v20141205.jar,1,1,1,8,2,5
2843,org_eclipse_jetty_orbit_org.apache.jasper.glassfish_2.2.2.v201112011158_org.apache.jasper.glassfish-2.2.2.v201112011158.jar,0,1,1,8,0,149
2844,org_apache_hbase_hbase-common_1.0.0_hbase-common-1.0.0.jar,0,1,1,8,0,137
2845,org_eclipse_jetty_jetty-http_9.2.6.v20141205_jetty-http-9.2.6.v20141205.jar,1,1,1,8,2,6
2846,org_eclipse_jetty_jetty-webapp_9.2.6.v20141205_jetty-webapp-9.2.6.v20141205.jar,1,1,1,8,2,15
2847,javax_servlet_jsp_jsp-api_2.2_jsp-api-2.2.jar,0,0,6,44,0,17
2848,org_apache_htrace_htrace-zipkin_3.1.0-incubating_htrace-zipkin-3.1.0-incubating.jar,0,1,1,8,0,10
2849,org_apache_hbase_hbase-protocol_1.3.0_hbase-protocol-1.3.0.jar,0,1,1,8,1,381
2850,org_apache_hadoop_hadoop-annotations_2.7.2_hadoop-annotations-2.7.2.jar,0,1,1,8,8,0
2851,org_eclipse_jetty_jetty-server_9.2.6.v20141205_jetty-server-9.2.6.v20141205.jar,1,1,1,8,7,87
2852,org_apache_hadoop_hadoop-client_2.7.2_hadoop-client-2.7.2.jar,0,1,1,8,8,0
2853,org_apache_pig_pig_0.14.0_pig-0.14.0.jar,0,1,2,23,0,602
2854,org_apache_hbase_hbase-annotations_1.3.0_hbase-annotations-1.3.0.jar,0,1,1,8,1,0
2855,org_eclipse_jetty_jetty-security_9.2.6.v20141205_jetty-security-9.2.6.v20141205.jar,1,1,1,8,2,49
2856,org_slf4j_log4j-over-slf4j_1.7.10_log4j-over-slf4j-1.7.10.jar,0,0,3,37,0,11
2857,org_eclipse_jetty_apache-jsp_9.2.6.v20141205_apache-jsp-9.2.6.v20141205.jar,1,1,1,8,2,0
2858,org_apache_hbase_hbase-server_1.3.0_hbase-server-1.3.0.jar,0,1,2,13,1,2534
2859,org_apache_hbase_hbase-client_1.0.0_hbase-client-1.0.0.jar,0,1,1,8,1,404
2860,com_google_code_findbugs_annotations_1.3.9_annotations-1.3.9.jar,0,1,2,120,0,0
2861,org_apache_hadoop_hadoop-auth_2.7.2_hadoop-auth-2.7.2.jar,0,1,1,8,8,39
2862,org_apache_thrift_libthrift_0.9.2_libthrift-0.9.2.jar,1,1,3,71,0,52
2863,org_apache_hbase_hbase-rest_1.0.0_hbase-rest-1.0.0.jar,0,1,1,8,0,137
2864,org_mortbay_jasper_apache-el_8.0.3.v20140313_apache-el-8.0.3.v20140313.jar,0,0,1,8,0,16
2865,org_apache_hadoop_hadoop-common_2.7.2_hadoop-common-2.7.2.jar,0,1,1,8,8,929
2866,org_apache_hadoop_hadoop-hdfs_2.7.2_hadoop-hdfs-2.7.2.jar,0,1,1,8,8,2018
2867,org_slf4j_slf4j-simple_1.7.10_slf4j-simple-1.7.10.jar,0,0,2,28,0,3
2868,org_apache_hadoop_hadoop-auth_2.6.0_hadoop-auth-2.6.0.jar,0,1,1,8,11,37
2869,org_eclipse_jetty_orbit_org.eclipse.jdt.core_3.8.2.v20130121_org.eclipse.jdt.core-3.8.2.v20130121.jar,0,1,1,8,0,697
2870,org_eclipse_jetty_jetty-xml_9.2.6.v20141205_jetty-xml-9.2.6.v20141205.jar,1,1,1,8,2,2
2871,org_apache_hbase_hbase-common_1.3.0_hbase-common-1.3.0.jar,0,1,2,13,1,154
2872,org_apache_hbase_hbase-server_1.0.0_hbase-server-1.0.0.jar,0,1,1,8,0,2057
2873,org_apache_hbase_hbase-protocol_1.0.0_hbase-protocol-1.0.0.jar,0,1,1,8,0,320
2874,xml-apis_xml-apis_1.4.01_xml-apis-1.4.01.jar,0,0,9,226,0,42
2875,org_apache_poi_poi-ooxml-schemas_4.1.0_poi-ooxml-schemas-4.1.0.jar,0,1,2,44,0,0
2876,org_springframework_spring-context_5.0.6.RELEASE_spring-context-5.0.6.RELEASE.jar,1,1,2,47,3,187
2877,com_amazonaws_aws-java-sdk-dynamodb_1.11.463_aws-java-sdk-dynamodb-1.11.463.jar,1,0,1,24,0,49
2878,org_springframework_boot_spring-boot-starter_2.1.2.RELEASE_spring-boot-starter-2.1.2.RELEASE.jar,1,1,4,183,0,0
2879,mysql_mysql-connector-java_5.1.6_mysql-connector-java-5.1.6.jar,0,0,6,76,4,151
2880,org_liquibase_liquibase-core_3.6.2_liquibase-core-3.6.2.jar,0,0,2,26,0,144
2881,org_liquibase_liquibase-core_3.6.3_liquibase-core-3.6.3.jar,0,0,1,24,0,143
2882,com_hazelcast_hazelcast_3.10.1_hazelcast-3.10.1.jar,1,0,1,24,1,95
2883,com_couchbase_client_java-client_2.6.2_java-client-2.6.2.jar,0,0,1,24,0,30
2884,org_elasticsearch_client_elasticsearch-rest-high-level-client_6.4.0_elasticsearch-rest-high-level-client-6.4.0.jar,0,1,1,24,4,3
2885,com_zaxxer_HikariCP_2.5.1_HikariCP-2.5.1.jar,1,0,5,51,0,103
2886,org_springframework_boot_spring-boot-starter-test_2.1.0.RELEASE_spring-boot-starter-test-2.1.0.RELEASE.jar,0,0,1,24,0,0
2887,com_wix_wix-embedded-mysql_4.1.2_wix-embedded-mysql-4.1.2.jar,1,0,1,24,0,17
2888,org_springframework_boot_spring-boot-starter_2.1.0.RELEASE_spring-boot-starter-2.1.0.RELEASE.jar,0,0,1,24,0,0
2889,org_springframework_data_spring-data-redis_2.0.6.RELEASE_spring-data-redis-2.0.6.RELEASE.jar,1,1,1,24,0,48
2890,org_assertj_assertj-core_3.10.0_assertj-core-3.10.0.jar,1,0,3,59,0,42
2891,org_hsqldb_hsqldb_2.3.4_hsqldb-2.3.4.jar,0,0,4,137,0,290
2892,org_apache_curator_curator-framework_4.2.0_curator-framework-4.2.0.jar,0,0,1,24,0,27
2893,org_jsoup_jsoup_1.7.2_jsoup-1.7.2.jar,1,0,8,110,1,4
2894,org_functionaljava_functionaljava_3.1_functionaljava-3.1.jar,0,0,1,4,0,7
2895,org_jscience_jscience_4.3.1_jscience-4.3.1.jar,0,0,2,138,0,34
2896,com_google_appengine_appengine-jsr107cache_1.9.18_appengine-jsr107cache-1.9.18.jar,0,1,1,4,0,0
2897,com_googlecode_objectify_objectify_4.0b1_objectify-4.0b1.jar,1,1,1,4,0,32
2898,org_apache_geronimo_specs_geronimo-jpa_3.0_spec_1.1.1_geronimo-jpa_3.0_spec-1.1.1.jar,0,1,2,9,0,2
2899,com_google_appengine_appengine-api-1.0-sdk_1.9.18_appengine-api-1.0-sdk-1.9.18.jar,0,1,2,113,0,820
2900,com_google_gwt_gwt-dev_2.8.0_gwt-dev-2.8.0.jar,0,1,1,17,0,1678
2901,com_google_gwt_gwt-user_2.8.0_gwt-user-2.8.0.jar,0,1,2,30,0,190
2902,com_amazonaws_aws-java-sdk-dynamodb_1.10.63_aws-java-sdk-dynamodb-1.10.63.jar,1,0,1,18,0,22
2903,org_springframework_spring-webmvc_4.2.8.RELEASE_spring-webmvc-4.2.8.RELEASE.jar,1,1,1,2,4,306
2904,org_springframework_boot_spring-boot-starter-web_1.3.8.RELEASE_spring-boot-starter-web-1.3.8.RELEASE.jar,0,0,2,4,2,0
2905,org_springframework_spring-tx_4.2.8.RELEASE_spring-tx-4.2.8.RELEASE.jar,1,1,1,2,4,52
2906,org_springframework_spring-context-support_4.2.8.RELEASE_spring-context-support-4.2.8.RELEASE.jar,1,1,1,2,4,41
2907,org_springframework_spring-aop_4.2.8.RELEASE_spring-aop-4.2.8.RELEASE.jar,1,1,1,2,4,63
2908,org_springframework_spring-context_4.2.8.RELEASE_spring-context-4.2.8.RELEASE.jar,1,1,1,2,4,185
2909,org_springframework_spring-test_4.2.8.RELEASE_spring-test-4.2.8.RELEASE.jar,1,1,1,2,4,181
2910,org_springframework_batch_spring-batch-admin-manager_1.3.1.RELEASE_spring-batch-admin-manager-1.3.1.RELEASE.jar,0,1,1,2,0,64
2911,org_springframework_spring-jdbc_4.2.8.RELEASE_spring-jdbc-4.2.8.RELEASE.jar,1,1,1,2,4,233
2912,org_springframework_batch_spring-batch-core_3.0.7.RELEASE_spring-batch-core-3.0.7.RELEASE.jar,0,1,1,2,1,148
2913,org_testng_testng_7.0.0_testng-7.0.0.jar,0,0,3,377,0,126
2914,velocity_velocity_1.4_velocity-1.4.jar,0,0,1,9,0,77
2915,javax_cache_cache-api_1.1.0_cache-api-1.1.0.jar,1,0,2,20,0,0
2916,io_lettuce_lettuce-core_5.1.4.RELEASE_lettuce-core-5.1.4.RELEASE.jar,1,0,1,4,0,19
2917,org_redisson_redisson_3.10.0_redisson-3.10.0.jar,0,0,1,4,0,173
2918,io_netty_netty_3.9.0.Final_netty-3.9.0.Final.jar,1,0,1,10,4,60
2919,args4j_args4j_2.0.26_args4j-2.0.26.jar,1,0,4,1056,0,13
2920,org_slf4j_slf4j-log4j12_1.6.4_slf4j-log4j12-1.6.4.jar,0,0,8,80,0,27
2921,com_netflix_astyanax_astyanax_1.56.44_astyanax-1.56.44.jar,0,0,1,23,0,0
2922,org_antlr_antlr4-runtime_4.3_antlr4-runtime-4.3.jar,1,0,1,3,0,32
2923,org_antlr_antlr4-maven-plugin_4.3_antlr4-maven-plugin-4.3.jar,1,0,1,3,0,6
2924,com_google_code_findbugs_jsr305_3.0.0_jsr305-3.0.0.jar,0,1,9,369,0,0
2925,net_java_dev_jna_jna_3.5.1_jna-3.5.1.jar,0,0,1,5,0,26
2926,mysql_mysql-connector-java_5.1.23_mysql-connector-java-5.1.23.jar,0,0,3,11,4,145
2927,org_glassfish_jersey_core_jersey-client_2.28_jersey-client-2.28.jar,0,1,4,22,0,18
2928,de_mossgrabers_nativefilechooser_1.0_nativefilechooser-1.0.jar,1,0,1,8,0,10
2929,com_bitwig_extension-api_7_extension-api-7.jar,0,0,1,8,0,6
2930,net_java_dev_jna_jna-platform_5.3.1_jna-platform-5.3.1.jar,0,0,2,23,0,33
2931,purejavahidapi_purejavahidapi_0.0.13_purejavahidapi-0.0.13.jar,0,0,1,8,0,22
2932,com_fasterxml_jackson_module_jackson-module-kotlin_2.9.9_jackson-module-kotlin-2.9.9.jar,1,0,2,56,0,1
2933,org_jetbrains_kotlinx_kotlinx-coroutines-jdk8_1.2.1_kotlinx-coroutines-jdk8-1.2.1.jar,1,0,1,47,3,0
2934,org_jetbrains_kotlinx_kotlinx-coroutines-reactive_1.2.1_kotlinx-coroutines-reactive-1.2.1.jar,1,0,1,47,3,0
2935,com_graphql-java_graphql-java_13.0_graphql-java-13.0.jar,0,0,1,47,0,58
2936,com_esotericsoftware_reflectasm_1.11.9_reflectasm-1.11.9.jar,1,0,1,47,0,9
2937,org_jetbrains_kotlin_kotlin-reflect_1.3.31_kotlin-reflect-1.3.31.jar,1,0,1,47,0,53
2938,org_hibernate_hibernate-c3p0_3.5.1-Final_hibernate-c3p0-3.5.1-Final.jar,0,1,1,19,0,5
2939,org_slf4j_slf4j-simple_1.5.8_slf4j-simple-1.5.8.jar,0,0,2,31,0,2
2940,com_liferay_portal_util-bridges_6.1.1_util-bridges-6.1.1.jar,0,0,1,19,13,3
2941,com_ocpsoft_ocpsoft-pretty-time_1.0.6_ocpsoft-pretty-time-1.0.6.jar,0,0,1,19,0,4
2942,org_codehaus_jackson_jackson-xc_1.9.11_jackson-xc-1.9.11.jar,0,0,1,19,0,0
2943,net_minidev_json-smart_1.1.1_json-smart-1.1.1.jar,1,0,3,29,0,3
2944,com_liferay_portal_util-taglib_6.1.1_util-taglib-6.1.1.jar,0,0,1,19,13,22
2945,org_restlet_jee_org.restlet.ext.servlet_2.1.6_org.restlet.ext.servlet-2.1.6.jar,0,0,1,19,3,7
2946,mysql_mysql-connector-java_5.0.7_mysql-connector-java-5.0.7.jar,0,0,1,19,4,134
2947,org_apache_lucene_lucene-analyzers-common_4.3.1_lucene-analyzers-common-4.3.1.jar,0,1,1,19,0,38
2948,org_apache_lucene_lucene-core_4.3.1_lucene-core-4.3.1.jar,0,1,1,19,0,79
2949,org_restlet_jse_org.restlet_2.1.6_org.restlet-2.1.6.jar,0,0,1,19,3,227
2950,org_ocpsoft_prettytime_prettytime_3.0.2.Final_prettytime-3.0.2.Final.jar,1,0,1,19,0,20
2951,org_apache_lucene_lucene-queryparser_4.3.1_lucene-queryparser-4.3.1.jar,0,1,1,19,0,41
2952,org_restlet_jee_org.restlet.ext.json_2.1.6_org.restlet.ext.json-2.1.6.jar,0,0,1,19,3,0
2953,org_restlet_jee_org.restlet.ext.jackson_2.1.6_org.restlet.ext.jackson-2.1.6.jar,0,0,1,19,3,0
2954,org_codehaus_jackson_jackson-jaxrs_1.9.11_jackson-jaxrs-1.9.11.jar,0,0,2,29,0,6
2955,org_codehaus_jackson_jackson-core-lgpl_1.9.11_jackson-core-lgpl-1.9.11.jar,0,0,1,19,0,37
2956,org_codehaus_jackson_jackson-smile_1.9.11_jackson-smile-1.9.11.jar,0,0,1,19,0,10
2957,org_codehaus_jackson_jackson-mrbean_1.9.11_jackson-mrbean-1.9.11.jar,0,0,1,19,0,1
2958,org_hibernate_hibernate-core_3.5.1-Final_hibernate-core-3.5.1-Final.jar,0,1,2,31,0,939
2959,com_liferay_portal_util-java_6.1.1_util-java-6.1.1.jar,0,0,1,19,13,62
2960,com_thetransactioncompany_cors-filter_1.9_cors-filter-1.9.jar,0,0,1,19,0,29
2961,org_codehaus_jackson_jackson-mapper-lgpl_1.9.11_jackson-mapper-lgpl-1.9.11.jar,0,0,1,19,0,21
2962,org_springframework_security_oauth_boot_spring-security-oauth2-autoconfigure_2.0.0.RELEASE_spring-security-oauth2-autoconfigure-2.0.0.RELEASE.jar,0,1,1,31,0,4
2963,org_slf4j_slf4j-api_1.7.22_slf4j-api-1.7.22.jar,0,0,7,445,0,56
2964,wsdl4j_wsdl4j_1.6.3_wsdl4j-1.6.3.jar,0,0,2,81,0,29
2965,info_cukes_cucumber-guice_1.2.5_cucumber-guice-1.2.5.jar,0,0,1,31,0,0
2966,com_sun_jersey_contribs_jersey-multipart_1.17.1_jersey-multipart-1.17.1.jar,0,0,1,31,0,0
2967,com_rabbitmq_amqp-client_4.1.1_amqp-client-4.1.1.jar,1,0,1,31,2,46
2968,org_springframework_security_oauth_spring-security-oauth2_2.2.0.RELEASE_spring-security-oauth2-2.2.0.RELEASE.jar,1,1,2,108,4,124
2969,org_rythmengine_rythm-engine_1.2.0_rythm-engine-1.2.0.jar,1,0,1,31,0,63
2970,org_springframework_boot_spring-boot-starter-amqp_1.5.4.RELEASE_spring-boot-starter-amqp-1.5.4.RELEASE.jar,0,0,1,31,2,0
2971,io_rest-assured_rest-assured_3.0.5_rest-assured-3.0.5.jar,1,0,1,31,0,200
2972,io_rest-assured_xml-path_3.0.5_xml-path-3.0.5.jar,1,0,1,31,0,21
2973,info_cukes_cucumber-java_1.2.5_cucumber-java-1.2.5.jar,0,0,2,67,0,0
2974,org_mock-server_mockserver-netty_5.4.1_mockserver-netty-5.4.1.jar,1,0,1,31,0,3
2975,ch_qos_logback_logback-classic_1.1.7_logback-classic-1.1.7.jar,1,0,12,392,1,41
2976,io_rest-assured_json-path_3.0.5_json-path-3.0.5.jar,1,0,1,31,0,11
2977,org_springframework_boot_spring-boot-starter-web-services_1.5.4.RELEASE_spring-boot-starter-web-services-1.5.4.RELEASE.jar,0,0,1,31,2,0
2978,ch_qos_logback_logback-classic_1.1.8_logback-classic-1.1.8.jar,1,0,3,80,1,41
2979,org_apache_directory_server_apacheds-all_2.0.0-M24_apacheds-all-2.0.0-M24.jar,0,1,1,31,0,3855
2980,org_apache_ws_xmlschema_xmlschema-core_2.0.1_xmlschema-core-2.0.1.jar,0,1,1,31,0,12
2981,com_h2database_h2_1.4.196_h2-1.4.196.jar,0,0,6,250,0,254
2982,org_assertj_assertj-core_3.8.0_assertj-core-3.8.0.jar,1,0,3,303,0,49
2983,info_cukes_cucumber-junit_1.2.5_cucumber-junit-1.2.5.jar,0,0,2,67,0,1
2984,com_jayway_awaitility_awaitility_1.7.0_awaitility-1.7.0.jar,0,0,1,31,0,2
2985,org_springframework_security_spring-security-core_5.0.4.RELEASE_spring-security-core-5.0.4.RELEASE.jar,0,1,1,31,2,116
2986,com_google_inject_extensions_guice-multibindings_4.1.0_guice-multibindings-4.1.0.jar,1,1,5,166,0,1
2987,com_google_inject_guice_4.1.0_guice-4.1.0.jar,1,1,8,246,0,24
2988,org_projectlombok_lombok_1.16.6_lombok-1.16.6.jar,0,0,2,34,0,12
2989,org_apache_qpid_qpid-broker_6.1.3_qpid-broker-6.1.3.jar,1,1,1,31,1,8
2990,fr_avianey_apache-xmlgraphics_batik_1.8_batik-1.8.jar,0,1,1,4,2,980
2991,org_apache_maven_maven-plugin-api_3.3.3_maven-plugin-api-3.3.3.jar,1,1,2,17,0,6
2992,org_codehaus_plexus_plexus-utils_3.0.22_plexus-utils-3.0.22.jar,0,0,2,110,2,73
2993,com_google_auth_google-auth-library-oauth2-http_0.16.2_google-auth-library-oauth2-http-0.16.2.jar,1,1,1,14,0,12
2994,com_github_jnr_jnr-unixsocket_0.23_jnr-unixsocket-0.23.jar,0,0,1,14,0,2
2995,com_sparkjava_spark-debug-tools_0.5_spark-debug-tools-0.5.jar,1,0,1,3,2,722
2996,org_slf4j_slf4j-simple_1.7.13_slf4j-simple-1.7.13.jar,0,0,4,195,0,3
2997,com_sparkjava_spark-template-velocity_2.3_spark-template-velocity-2.3.jar,1,0,1,3,2,0
2998,com_sparkjava_spark-core_2.5_spark-core-2.5.jar,1,0,2,10,2,54
2999,com_metapossum_metapossum-scanner_1.0_metapossum-scanner-1.0.jar,0,0,1,6,0,0
3000,org_springframework_spring-context_3.2.0.RELEASE_spring-context-3.2.0.RELEASE.jar,1,1,3,20,10,176
3001,com_intellij_annotations_5.1_annotations-5.1.jar,0,0,1,3,0,0
3002,com_squareup_retrofit2_retrofit_2.5.0_retrofit-2.5.0.jar,1,0,2,25,0,3
3003,com_squareup_retrofit2_converter-gson_2.5.0_converter-gson-2.5.0.jar,1,0,2,25,0,0
3004,org_jboss_msc_jboss-msc_1.2.2.Final_jboss-msc-1.2.2.Final.jar,0,0,1,22,0,10
3005,org_mongodb_mongo-java-driver_2.11.3_mongo-java-driver-2.11.3.jar,0,0,1,22,0,46
3006,org_jboss_resteasy_resteasy-jackson-provider_3.0.8.Final_resteasy-jackson-provider-3.0.8.Final.jar,1,0,1,22,0,0
3007,org_dynjs_dynjs_0.3.0_dynjs-0.3.0.jar,0,0,1,22,0,59
3008,org_postgresql_postgresql_9.3-1101-jdbc41_postgresql-9.3-1101-jdbc41.jar,1,0,1,22,3,87
3009,org_apache_httpcomponents_httpclient_4.3_httpclient-4.3.jar,0,1,3,43,3,190
3010,org_jboss_aerogear_unifiedpush-java-client_1.0.0_unifiedpush-java-client-1.0.0.jar,0,0,1,22,0,5
3011,io_vertx_vertx-core_2.1.2_vertx-core-2.1.2.jar,1,0,1,22,0,88
3012,org_easytesting_fest-assert_1.4_fest-assert-1.4.jar,0,0,2,72,0,2
3013,org_keycloak_keycloak-core_1.0.4.Final_keycloak-core-1.0.4.Final.jar,1,0,1,22,14,11
3014,io_vertx_vertx-platform_2.1.2_vertx-platform-2.1.2.jar,1,0,1,22,0,67
3015,org_jboss_modules_jboss-modules_1.3.4.Final_jboss-modules-1.3.4.Final.jar,0,0,1,22,0,95
3016,org_quartz-scheduler_quartz_2.2.0_quartz-2.2.0.jar,0,0,1,22,0,512
3017,org_eclipse_jgit_org.eclipse.jgit_3.5.0.201409260305-r_org.eclipse.jgit-3.5.0.201409260305-r.jar,0,1,1,22,0,196
3018,io_undertow_undertow-core_1.1.0.Final_undertow-core-1.1.0.Final.jar,0,0,1,22,7,57
3019,org_jboss_logging_jboss-logging_3.1.4.GA_jboss-logging-3.1.4.GA.jar,0,0,1,22,0,16
3020,net_iharder_base64_2.3.8_base64-2.3.8.jar,0,0,3,40,0,7
3021,io_netty_netty-all_4.0.25.Final_netty-all-4.0.25.Final.jar,1,0,1,22,2,121
3022,com_google_http-client_google-http-client-protobuf_1.22.0_google-http-client-protobuf-1.22.0.jar,1,1,1,15,0,0
