project,#u_classes,#d_classes,#uv_classes,#dv_classes,#u_sloc,#d_sloc,#uv_classes_sloc,#dv_classes_sloc,#uv_p1_r1,#uv_p1_r2,#uv_p1_r3,#uv_p1_r4,#uv_p2_r1,#uv_p2_r2,#uv_p2_r3,#uv_p2_r4,#uv_p3_r1,#uv_p3_r2,#uv_p3_r3,#uv_p3_r4,#dv_p1_r1,#dv_p1_r2,#dv_p1_r3,#dv_p1_r4,#dv_p2_r1,#dv_p2_r2,#dv_p2_r3,#dv_p2_r4,#dv_p3_r1,#dv_p3_r2,#dv_p3_r3,#dv_p3_r4
Progether.JAdventure,789,187,29,0,24558,4980,2634,0,0,0,0,7,0,0,0,27,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
jmacglashan.burlap,853,2978,30,110,33769,178084,2818,21758,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,33,0,0,0,157,0,0,0,14
robo-code.robocode,943,493,15,11,28961,13388,1516,602,0,0,0,2,0,0,0,17,0,0,0,9,0,0,0,4,0,0,0,6,0,0,0,6
ata4.bspsrc,957,731,6,0,49680,41666,856,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
fozziethebeat.S-Space,970,1595,26,1,38326,78704,2459,14,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tlaukkan.zigbee4java,1007,3506,112,150,23441,134232,4598,12101,0,0,0,0,0,0,0,186,0,0,0,2,0,0,0,8,0,0,0,347,0,0,0,11
linkedin.indextank-engine,1108,3244,23,104,25849,112490,1632,22260,0,0,0,8,0,0,0,24,0,0,0,4,0,0,0,17,0,2,1,165,0,0,0,26
killme2008.Metamorphosis,1310,6375,27,222,24629,198039,1397,27004,0,0,0,8,0,0,0,34,0,0,0,3,0,0,5,31,0,0,3,310,0,0,0,160
google.closure-templates,1634,4719,3,86,40192,134006,177,8428,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,15,0,0,0,77,0,0,0,39
twilio.twilio-java,1646,3622,5,58,74940,129779,202,10582,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,2
looly.hutool,1681,15530,29,528,46248,644516,2539,57595,0,0,0,6,0,0,0,36,0,0,0,8,0,0,1,161,0,0,2,868,0,0,0,93
apache.struts,1759,13848,62,328,59966,476724,5316,42051,0,0,0,32,0,0,0,100,0,0,0,7,0,0,0,42,0,1,1,511,0,0,0,62
MutabilityDetector.MutabilityDetector,1762,2469,23,10,50295,59679,3607,1435,0,0,0,14,0,0,0,32,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,1
javaparser.javaparser,1881,2415,7,29,56625,60988,1282,3763,0,0,0,5,0,0,0,3,0,0,0,1,0,0,0,15,0,0,0,41,0,0,0,4
martint.jmxutils,2020,2548,2,8,41526,47862,161,394,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,5
aragozin.jvm-tools,2309,276,32,1,23586,11369,4328,114,0,0,0,6,0,0,0,51,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0
spullara.redis-protocol,2874,4186,48,25,94554,135161,6769,2080,0,0,0,17,0,0,0,68,0,0,0,16,0,0,0,5,0,0,0,33,0,0,0,3
forge.roaster,3023,1727,282,219,213538,155511,59149,51680,0,0,0,852,0,0,0,1218,0,0,0,144,0,0,0,69,0,0,0,1094,0,0,0,24
johncarl81.parceler,3339,26,32,0,83428,505,3085,0,0,0,0,3,0,0,0,57,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
kennycason.kumo,3470,865,70,0,113362,37305,7789,0,0,0,0,5,0,0,0,113,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
google.error-prone,6063,6032,10,22,93798,141766,1355,1957,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,1,0,0,0,20,0,0,0,10
keedio.flume-ng-sql-source,6185,3500,233,0,241024,125990,33652,0,0,0,1,55,0,0,0,360,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
brendano.ark-tweet-nlp,6463,3143,167,0,255875,111836,26196,0,0,0,0,39,0,0,0,363,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
etsy.PushBot,7264,2807,331,0,374036,170431,60994,0,0,0,3,113,0,3,1,893,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0
forcedotcom.Analytics-Cloud-Dataset-Utils,7840,5043,515,0,380858,250441,67413,0,0,0,1,91,0,4,0,738,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0
mgodave.barge,8111,3316,148,4,209331,70386,17525,55,0,0,0,34,0,2,1,193,0,0,0,50,0,0,0,4,0,0,0,0,0,0,0,0
jsevellec.cassandra-unit,8684,8241,148,49,259029,230270,33265,5663,0,0,0,58,0,0,0,168,0,0,0,22,0,0,0,0,0,0,0,78,0,0,0,13
javasoze.clue,9914,8774,674,0,255086,221566,26522,0,0,0,0,522,0,0,0,300,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0
airbnb.twitter-commons-sample,12601,1938,242,0,333252,44254,44454,0,0,0,0,36,0,5,0,443,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
ncolomer.elasticsearch-osmosis-plugin,14420,6383,344,0,432471,178250,39981,0,0,0,0,42,0,0,0,525,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
hazelcast.hazelcast,15475,1763,6,17,222639,35520,193,4025,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,16,0,0,0,18,0,0,0,4
jsimone.webapp-runner,15982,4138,363,0,466638,148482,63949,0,0,0,0,113,0,2,3,1094,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0
hbaseinaction.twitbase,22483,3499,801,0,798308,123841,121502,0,12,1,2,242,0,18,5,1950,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0
srikalyc.Sql4D,31433,14021,550,0,750891,507147,83229,0,0,0,8,62,0,0,8,996,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0
eclipse.californium,36587,984,85,0,232338,52275,15359,0,0,0,0,4,0,0,0,177,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
