project,#u_classes,#d_classes,#uv_classes,#dv_classes,#u_sloc,#d_sloc,#uv_classes_sloc,#dv_classes_sloc,#uv_p1_r1,#uv_p1_r2,#uv_p1_r3,#uv_p1_r4,#uv_p2_r1,#uv_p2_r2,#uv_p2_r3,#uv_p2_r4,#uv_p3_r1,#uv_p3_r2,#uv_p3_r3,#uv_p3_r4,#dv_p1_r1,#dv_p1_r2,#dv_p1_r3,#dv_p1_r4,#dv_p2_r1,#dv_p2_r2,#dv_p2_r3,#dv_p2_r4,#dv_p3_r1,#dv_p3_r2,#dv_p3_r3,#dv_p3_r4
alibaba.wasp,1310,21085,143,2174,31126,621616,13201,220214,1,0,5,3,0,0,33,79,0,0,0,578,13,1,273,142,0,18,1871,863,0,0,0,4659
10gen-labs.hvdf,7011,748,467,0,234978,22580,51770,0,0,0,50,37,0,1,299,236,0,0,0,449,0,0,0,0,0,0,0,0,0,0,0,0
httl.httl,375,3932,71,501,17729,118012,10678,40251,0,0,2,0,0,0,31,124,0,0,0,83,0,0,37,11,0,5,372,166,0,0,0,765
yonik.noggit,14,0,3,0,1158,0,674,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jmock-developers.jmock-library,186,3569,5,77,3159,54797,258,8176,0,0,0,0,0,0,0,2,0,0,0,3,0,0,10,3,0,0,65,32,0,0,0,25
idealo.mongodb-slow-operations-profiler,45,3976,24,148,2568,83940,1995,13548,0,0,0,0,0,0,11,24,0,0,0,105,0,0,13,8,0,0,40,25,0,0,0,156
yahoo.TensorFlowOnSpark,22782,4997,1284,9,620630,78905,130905,1556,0,0,156,59,0,3,635,844,0,0,0,1714,0,0,0,0,0,0,0,4,0,0,0,7
usb4java.usb4java,33,272,1,15,1520,18270,58,4955,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,12,0,0,0,0,40
caijianqing.weixinmp4java,158,153,3,2,1975,2920,479,19,0,0,1,0,0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,2
gradle.gradle,270,2405,2,47,2012,56928,16,2366,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,49,0,0,8,19,0,0,0,6
jsprit.jsprit,524,4284,71,361,14531,246377,5698,56692,0,0,0,0,0,0,15,10,0,0,0,88,0,0,13,61,0,0,189,210,0,0,0,519
oukingtim.king-admin,119,3001,6,302,1976,173911,625,47055,0,0,0,0,0,0,16,2,0,0,0,0,0,0,39,25,0,0,261,150,0,0,0,347
operasoftware.operaprestodriver,968,2223,33,83,11015,49557,3783,8310,0,0,0,2,0,0,26,4,0,0,0,66,0,0,9,0,0,0,29,20,0,0,0,48
xxtea.xxtea-java,2,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unipop-graph.unipop,234,9904,11,453,6963,451301,1265,46865,0,0,0,1,0,0,4,1,0,0,0,24,0,0,22,47,0,0,258,364,0,0,0,310
googlegenomics.dockerflow,56,3855,19,160,1807,64014,1359,12497,0,0,1,1,0,0,12,1,0,0,0,78,0,0,9,6,0,0,52,20,0,0,0,261
flowing.flowing-retail,673,2814,5,220,2162,144950,676,36345,0,0,0,0,0,0,17,2,0,0,0,1,0,0,18,23,0,0,144,197,0,0,0,167
bourgesl.marlin-renderer,51,0,1,0,3129,0,27,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
USCDataScience.sparkler,18216,18158,867,1205,447714,391965,98584,125424,0,0,85,32,0,2,618,365,0,0,0,1021,0,0,71,88,0,5,743,688,0,0,0,2576
devicehive.devicehive-java-server,428,14775,84,806,15536,476997,5972,105945,0,0,3,0,0,0,10,41,0,0,0,362,0,0,126,29,0,0,424,653,0,0,0,656
cloudera.spark-timeseries,437,19408,46,340,4187,214469,2876,37247,0,0,0,0,0,0,0,67,0,0,0,0,0,0,8,19,0,0,98,398,0,0,0,69
jparsec.jparsec,148,446,3,12,2623,8598,189,704,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,7,0,0,0,0,6
retrostreams.android-retrostreams,608,0,4,0,10153,0,413,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
jrkinley.storm-hbase,23,8021,8,959,651,173197,365,81097,0,0,0,1,0,0,1,1,0,0,0,10,1,0,54,145,0,1,270,346,0,0,0,2376
hivewallet.BitcoinKit,3300,532,248,0,87129,15728,18230,0,0,0,34,59,0,0,44,161,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0
GoogleCloudPlatform.cloud-bigtable-examples,67,33144,14,1126,1001,585241,445,95016,0,0,1,2,0,0,2,7,0,0,0,20,0,0,93,22,0,0,280,682,0,0,0,1001
codefutures.jperf,14,1712,1,45,276,31465,16,4456,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,0,0,0,10,1,0,0,0,39
DozerMapper.dozer,293,4252,22,188,10564,107994,2410,22464,0,0,0,0,0,0,14,0,0,0,0,55,0,0,17,1,0,0,96,46,0,0,0,286
cerberustesting.cerberus-source,894,16500,375,1471,58890,622181,46146,157826,0,0,56,1,0,5,691,112,0,0,0,4745,0,0,143,38,0,0,972,746,0,0,0,1733
square.mimecraft,16,0,1,0,104,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openkm.document-management-system,2916,42328,382,3069,86802,1775963,36997,335651,0,0,22,0,0,0,327,135,0,0,0,3037,0,0,297,0,0,5,1314,2555,0,0,0,3755
wwadge.bonecp,17,23,0,3,2145,868,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3
jpmml.jpmml-model,592,4908,4,285,24026,267862,441,52548,0,0,1,0,0,0,0,0,0,0,0,4,0,0,42,77,0,0,157,274,0,0,0,128
games647.ChangeSkin,455,83,22,20,12928,7380,4864,4503,0,0,1,1,0,0,48,6,0,0,0,25,0,0,0,1,0,0,44,2,0,0,0,73
spockframework.spock-example,0,743,0,102,0,59740,0,17968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,98,88,0,0,0,53
damienclaveau.kafka-graphite,82,75,12,0,2965,2719,1361,0,0,0,0,0,0,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
spring-cloud-incubator.spring-cloud-vault-config,84,7532,4,353,1506,241680,100,29616,0,0,0,0,0,0,0,0,0,0,0,6,0,0,18,1,0,0,134,103,0,0,0,691
jsog.jsog-jackson,4,657,0,35,108,40223,0,7128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,58,0,0,0,2
suguru.cassandra-webconsole,26,3153,16,404,655,102614,462,39151,0,0,2,0,0,0,2,1,0,0,0,45,0,0,35,26,0,0,316,105,0,0,0,790
unbescape.unbescape,69,0,0,0,4080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring-cloud.spring-cloud-stream-app-starters,248,37368,17,2068,6099,1353952,1005,295262,0,0,0,0,0,0,8,12,0,0,0,20,0,0,212,0,0,0,773,1223,0,0,0,3215
PGSSoft.scrollscreenshot,1654,186,60,0,36040,7270,7021,0,0,0,8,1,0,0,40,30,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
arimus.jmimemagic,10,122,4,20,673,7269,534,2955,0,0,1,0,0,0,2,0,0,0,0,61,0,0,0,2,0,0,35,10,0,0,0,28
bpsm.edn-java,95,0,1,0,1038,0,116,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
citerus.dddsample-core,163,6104,5,442,2096,266621,675,69783,0,0,0,0,0,0,16,2,0,0,0,1,0,0,82,22,0,0,281,469,0,0,0,218
eduosi.shiro-velocity-support,1,776,1,102,112,29299,112,11542,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,1,0,0,64,35,0,0,0,178
spotify.spydra,70,5703,13,623,1689,155632,786,48007,0,0,0,0,0,0,8,1,0,0,0,15,0,0,32,126,0,1,227,171,0,0,0,1181
hmsonline.virgil,0,897,0,139,0,48414,0,20723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,43,0,0,90,238,0,0,0,78
mthizo247.spring-cloud-netflix-zuul-websocket,29,0,7,0,787,0,374,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
rjo1970.dumbster,35,0,2,0,792,0,156,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
jjenkov.iap-tools-java,97,0,7,0,3958,0,371,0,0,0,2,1,0,0,4,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
odnoklassniki.one-nio,246,299,47,57,14980,12354,5044,5133,0,0,1,0,0,0,13,35,0,0,0,57,0,0,7,1,0,0,43,19,0,0,0,80
ltsopensource.light-task-scheduler,2042,9162,69,925,28447,454050,4367,124462,0,0,57,0,0,0,39,34,0,0,0,127,0,0,96,93,0,0,610,645,0,0,0,964
lambdista.try,12,0,3,0,272,0,106,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
zandero.rest.vertx,61,1089,9,53,2245,50447,1291,7064,0,0,0,0,0,0,0,4,0,0,0,23,0,0,3,5,0,0,57,13,0,0,0,91
Cue.greplin-bloom-filter,11,0,1,0,478,0,291,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HomeAdvisor.Kafdrop,121,8462,20,574,3931,203107,1922,53868,0,0,4,0,0,0,21,8,0,0,0,42,0,0,30,6,0,0,243,264,0,0,0,987
robinst.autolink-java,18,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GoogleCloudPlatform.kotlin-samples,4,10,1,1,93,113,19,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0
woorea.openstack-java-sdk,599,1382,10,133,8187,53694,382,14296,0,0,0,5,0,0,2,9,0,0,0,3,0,0,9,22,0,0,46,125,0,0,0,200
fusesource.leveldbjni,45,29,1,2,1237,697,12,175,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1
jenkinsci.jenkins,2465,15010,425,2373,60077,601773,30067,199208,0,0,24,62,0,1,274,52,0,0,0,907,0,0,144,202,0,3,1030,659,0,0,0,2706
Distelli.europa,311,6991,45,518,9760,241572,2928,53146,0,0,0,9,0,0,10,10,0,0,0,89,0,0,143,15,0,2,328,453,0,0,0,420
javanna.elasticshell,191,8187,22,490,6913,263575,764,54701,0,0,0,0,0,0,6,2,0,0,0,33,0,0,50,61,0,0,197,479,0,0,0,260
maxmind.GeoIP2-java,40,1282,0,111,1075,66647,0,15919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,27,122,0,0,0,144
arquillian.arquillian-cube,758,6120,111,625,19810,292155,9122,58427,0,0,2,0,0,0,115,12,0,0,0,123,0,0,27,245,0,0,252,199,0,0,0,537
Bitcoin-ABC.bitcoin-abc,15,2712,0,65,23,68299,0,13612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,18,38,0,0,0,11
digitalfondue.lavagna,470,9953,54,1076,14746,471939,4913,147763,0,0,2,0,0,0,16,29,0,0,0,241,0,0,154,22,0,0,614,567,0,0,0,1317
sonalgoyal.hiho,99,3739,49,679,3420,175048,2366,75377,0,0,0,0,0,0,26,1,0,0,0,124,17,1,185,3,0,19,630,440,0,0,0,1548
yujiasun.Distributed-Kit,16,1365,7,87,348,47797,225,7522,0,0,0,0,0,0,1,0,0,0,0,16,0,0,8,4,0,0,62,26,0,0,0,84
code4craft.webmagic,216,16120,32,1042,5010,681520,1747,178489,0,0,4,1,0,0,21,12,0,0,0,28,0,0,88,155,0,0,467,686,0,0,0,1296
mspnp.azure-guidance,1,5796,1,214,92,146998,92,22397,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,40,306,0,0,0,35
lionsoul2014.ip2region,10,0,3,0,435,0,187,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
IBMSparkGPU.GPUEnabler,1299,25995,76,878,9932,394529,3361,95149,0,0,4,0,0,0,17,139,0,0,0,3,0,0,64,1,0,2,348,1067,0,0,0,379
thinkgem.jeesite,306,20666,114,1722,14768,868428,8783,177154,0,0,183,13,0,0,167,67,0,0,0,459,0,0,164,135,0,1,838,1053,0,0,0,2459
apache.maven,982,1499,63,108,40842,62906,8544,15586,0,0,0,2,0,0,94,14,0,0,0,51,0,0,12,2,0,0,154,33,0,0,0,145
XiaoMi.linden,739,10825,83,610,22286,271111,5008,57322,0,0,4,3,0,0,36,17,0,0,0,153,0,0,43,44,0,0,362,289,0,0,0,695
spring-projects.spring-security-oauth,1764,10504,82,913,15676,354593,5089,83362,0,0,39,0,0,0,69,13,0,0,0,118,0,0,82,4,0,0,500,411,0,0,0,1426
Beh01der.EasyFlow,28,0,1,0,641,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
hector-client.hector,41,2585,5,299,1723,100269,860,34740,0,0,0,0,0,0,3,4,0,0,0,5,0,0,10,24,0,0,168,35,0,0,0,627
phunt.avro-rpc-quickstart,7,481,0,28,130,11225,0,2806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,7,12,0,0,0,28
northlander.a,12,3324,2,248,663,191173,547,36249,0,0,0,0,0,0,9,0,0,0,0,2,0,0,39,11,0,0,125,123,0,0,0,410
perlundq.yajsync,194,273,28,9,6490,6257,3210,691,0,0,1,0,0,0,6,5,0,0,0,146,0,0,1,0,0,0,11,0,0,0,0,1
Syncleus.aparapi,570,2939,28,614,6025,82779,4098,26101,0,0,0,3,0,0,0,25,0,0,0,90,0,0,12,0,0,0,50,701,0,0,0,72
bosondata.elasticsearch-analysis-bosonnlp,10,7107,4,331,277,192597,140,31773,0,0,0,0,0,0,0,0,0,0,0,4,0,0,29,14,0,0,84,394,0,0,0,258
starcwang.canal_mysql_elasticsearch_sync,82,5570,6,214,1991,166489,633,22962,0,0,0,0,0,0,16,2,0,0,0,1,0,0,0,40,0,0,34,275,0,0,0,59
Esri.geometry-api-java,394,107,16,21,33863,12133,2443,6361,0,0,0,7,0,0,7,0,0,0,0,7,0,0,0,0,0,0,2,49,0,0,0,3
traviscrawford.spark-dynamodb,73,1059,7,25,686,31272,316,2974,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,10,24,0,0,0,12
awslabs.aws-apigateway-swagger-importer,14,4252,9,272,1422,114321,1376,25860,0,0,0,0,0,0,6,0,0,0,0,41,0,0,30,1,0,0,120,109,0,0,0,411
mysecureshell.mysecureshell,44,643,5,79,1039,30354,175,5909,0,0,0,0,0,0,3,4,0,0,0,23,0,0,2,1,0,0,29,60,0,0,0,58
carrotsearch.smartsprites,51,3648,8,116,1543,137560,571,22016,0,0,1,0,0,0,8,0,0,0,0,1,0,0,15,2,0,0,68,25,0,0,0,111
amidst.toolbox,570,23385,81,1338,24891,522704,7414,166418,0,0,5,28,0,0,80,23,0,0,0,52,0,0,243,125,0,1,900,708,0,0,0,1284
lyogavin.Pistachio,181,6660,43,597,2344,224162,1728,63568,0,0,0,6,0,0,9,5,0,0,0,137,0,0,33,49,0,0,261,228,0,0,0,1136
ligboy.retrofit-converter-fastjson,6,353,1,37,107,12027,60,5873,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,8,37,0,0,0,21
jruby.activerecord-jdbc-adapter,70,9626,10,282,6215,282645,3177,65231,0,0,2,3,0,0,21,4,0,0,0,11,0,0,27,71,0,0,239,214,0,0,0,178
liygheart.jfinalbbs,222,11472,5,560,2162,388013,676,60590,0,0,0,0,0,0,17,2,0,0,0,1,0,0,49,64,0,0,133,497,0,0,0,253
shibing624.similarity,80,4089,21,261,3526,104533,1336,22994,0,0,0,7,0,0,21,12,0,0,0,21,0,0,34,54,0,0,118,117,0,0,0,388
zafarkhaja.jsemver,43,0,1,0,931,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pentaho.pentaho-kettle,7962,69204,596,5082,289745,3330189,117722,633792,0,0,37,262,0,6,522,1282,0,0,0,339,0,0,555,727,0,2,1942,4729,0,0,0,4313
Stratio.data-generator,4,375,2,32,162,6656,110,2355,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,3,5,0,0,0,95
platform9.fission,52,2,5,0,2096,3,675,0,0,0,0,0,0,0,16,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sryza.simplesparkapp,17,8793,0,281,18,125159,0,32560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,147,346,0,0,0,63
google.gson,181,0,2,0,3517,0,25,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
fang-yan-peng.eagle,438,12858,39,982,13699,356233,3674,88928,0,0,2,5,0,0,25,10,0,0,0,99,0,0,46,35,0,1,379,310,0,0,0,1804
eBay.cors-filter,3,0,1,0,219,0,219,0,0,0,5,0,0,3,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
giltene.PauselessHashMap,13,0,2,0,312,0,312,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
mertakdut.EpubParser,24,92,4,4,1109,3542,763,326,0,0,1,0,0,0,8,1,0,0,0,7,0,0,17,0,0,0,16,0,0,0,0,0
winterbe.expekt,41,299,0,6,1376,24147,0,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,5
RichardWarburton.lambda-behave,73,5579,6,130,2532,121744,464,11437,0,0,0,0,0,0,1,1,0,0,0,7,0,0,15,6,0,0,74,105,0,0,0,50
RedisLabs.spark-redis,313,14114,10,287,3522,159407,417,38217,0,0,0,0,0,0,1,11,0,0,0,3,0,0,9,21,0,0,122,311,0,0,0,100
ordina-jworks.microservices-dashboard,102,1412,10,64,3004,38219,903,6033,0,0,0,0,0,0,16,2,0,0,0,8,0,0,11,1,0,0,22,3,0,0,0,80
scharron.elasticsearch-river-mysql,7,6026,2,346,135,179897,117,34958,0,0,0,0,0,0,2,0,0,0,0,0,0,0,23,24,0,0,77,439,0,0,0,88
MylesIsCool.ViaVersion,3016,848,153,57,45731,30452,10732,5618,0,0,5,25,0,0,32,82,0,0,0,174,0,0,5,16,0,0,24,52,0,0,0,9
tmorcinek.android-codegenerator-library,44,1907,3,58,753,45725,68,7011,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,13,1,0,0,0,80
benas.jPopulator,155,1110,16,51,5175,51466,632,6637,0,0,0,0,0,0,14,2,0,0,0,3,0,0,1,4,0,0,25,36,0,0,0,13
jMotif.sax-vsm_classic,27,1226,7,101,1831,51564,253,11915,0,0,0,19,0,0,3,5,0,0,0,0,0,0,12,21,0,0,77,92,0,0,0,130
xsank.Shour,44,4668,7,523,898,206338,314,78493,0,0,0,3,0,0,3,2,0,0,0,2,0,0,174,96,0,1,430,404,0,0,0,701
symphoniacloud.lambda-monitoring,742,1103,67,40,21738,36234,5258,5492,0,0,4,8,0,0,49,20,0,0,0,95,0,0,0,2,0,0,67,11,0,0,0,13
emqtt.mqtt-jmeter,26,99,15,11,1204,2036,763,305,0,0,0,1,0,0,7,0,0,0,0,26,0,0,0,0,0,0,1,6,0,0,0,8
mpatric.mp3agic,37,0,8,0,3364,0,1069,0,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jooby-project.jooby,1355,24796,82,1286,51371,801578,15585,145247,0,0,1,5,0,0,50,49,0,0,0,147,0,0,116,60,0,1,775,713,0,0,0,1036
statedecoded.statedecoded,2,3115,1,316,98,97806,82,31801,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,90,0,0,214,80,0,0,0,887
mongodb-labs.socialite,8076,503,464,0,270899,17949,51286,0,0,0,50,34,0,1,303,240,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0
ory.hydra,73,1627,1,127,4034,86946,219,19530,0,0,0,0,0,0,1,0,0,0,0,6,0,0,5,0,0,0,39,84,0,0,0,165
pires.obd-java-api,72,0,3,0,1595,0,159,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jonashackt.tutorial-soap-spring-boot-cxf,979,844,15,70,3274,28646,1075,6509,0,0,0,0,0,0,19,10,0,0,0,19,0,0,5,0,0,0,24,17,0,0,0,125
cloudfoundry.java-buildpack-auto-reconfiguration,1690,890,107,57,101476,52785,23591,12509,0,0,4,3,0,0,18,153,0,0,0,30,0,0,2,3,0,0,10,85,0,0,0,7
sematext.HBaseWD,9,0,1,0,213,0,58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andrewgaul.are-we-consistent-yet,5,396,1,47,159,12293,150,3452,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,0,0,6,15,0,0,0,152
QNJR-GROUP.EasyTransaction,287,11336,30,906,5285,412722,2040,98723,0,0,2,0,0,0,18,14,0,0,0,35,0,0,38,64,0,0,462,347,0,0,0,1598
twitter.libcrunch,44,1365,7,34,1521,25300,607,3266,0,0,0,0,0,0,4,0,0,0,0,21,0,0,7,0,0,0,3,3,0,0,0,28
GraphProcessor.CommunityDetectionCodes,9,458,3,27,973,15305,791,3002,0,0,3,0,0,0,8,0,0,0,0,5,0,0,12,1,0,0,3,31,0,0,0,7
apache.orc,550,8049,64,1153,11783,210074,4293,82632,0,0,1,33,0,0,4,29,0,0,0,41,0,0,54,506,0,0,300,245,0,0,0,2045
relayrides.pushy,117,1438,9,56,4731,53619,1581,6462,0,0,0,0,0,0,1,3,0,0,0,14,0,0,4,0,0,0,33,13,0,0,0,124
gturri.aXMLRPC,30,1,5,0,735,85,287,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson-Henrique.GetOldTweets,5,706,2,69,202,20988,127,5282,0,0,0,0,0,0,1,2,0,0,0,1,0,0,12,0,0,0,18,44,0,0,0,140
GoogleCloudPlatform.appengine-gcs-client,78,12170,12,630,2074,256299,1263,56382,0,0,2,0,0,0,3,4,0,0,0,10,0,0,33,6,0,0,96,721,0,0,0,236
szerhusenBC.jwt-spring-security-demo,70,2026,5,140,2109,66966,675,16272,0,0,0,0,0,0,16,2,0,0,0,1,0,0,28,11,0,0,145,42,0,0,0,59
xetorthio.jedis,564,111,13,7,26079,4700,773,1123,0,0,1,1,0,0,1,13,0,0,0,16,0,0,0,0,0,0,2,4,0,0,0,53
stevensouza.automon,3575,5138,385,221,131369,223826,44052,33989,0,0,14,40,0,1,136,369,0,0,0,481,0,0,31,12,0,4,130,186,0,0,0,269
spring-cloud.spring-cloud-zookeeper,132,2609,16,237,3919,67455,1157,19494,0,0,0,0,0,0,17,2,0,0,0,21,0,0,15,2,0,0,110,33,0,0,0,458
spring-cloud-incubator.spring-cloud-gateway,409,3450,45,115,9517,104616,4156,17628,0,0,0,2,0,0,28,3,0,0,0,63,0,0,4,31,0,0,38,49,0,0,0,67
yeleaveszi.Play-Videos-In-HDFS,2,5149,2,1012,49,114840,49,68193,0,0,0,3,0,0,1,0,0,0,0,2,0,0,34,474,0,1,287,188,0,0,0,1854
Azure.azure-quickstart-templates,2,910,0,109,55,38592,0,13010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,63,0,0,59,24,0,0,0,34
davidmoten.rxjava-jdbc,105,1644,10,56,2922,33766,1526,8213,0,0,0,0,0,0,19,0,0,0,0,26,0,0,2,0,0,0,71,17,0,0,0,104
sethm.symon,706,175,61,0,21828,6705,5087,0,0,0,4,4,0,0,47,27,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0
davidmoten.rxjava2-extras,320,1882,10,36,2695,36132,370,2602,0,0,2,0,0,0,2,3,0,0,0,3,0,0,2,0,0,0,1,34,0,0,0,7
kaiwaehner.kafka-streams-machine-learning-examples,96,890,4,101,888,34333,266,12169,0,0,0,0,0,0,1,10,0,0,0,4,0,0,4,1,0,0,42,35,0,0,0,244
coderczp.jmonitor,11,497,5,66,577,22937,466,8111,0,0,3,0,0,0,5,0,0,0,0,13,0,0,9,27,0,0,44,44,0,0,0,37
GoogleCloudPlatform.cloud-builders-community,1,270,0,15,6,18094,0,4951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,40
rest-assured.rest-assured,471,14535,88,940,11931,304806,5169,86024,0,0,0,0,0,1,15,13,0,0,0,89,0,0,30,1,0,1,306,518,0,0,0,1219
zalando-stups.tokens,67,1135,13,97,1542,56603,659,10434,0,0,0,0,0,0,3,1,0,0,0,18,0,0,12,2,0,0,26,81,0,0,0,207
TheCookieLab.poloniex-api-java,60,5227,8,256,1571,176052,455,23239,0,0,0,0,0,0,3,0,0,0,0,11,0,0,17,2,0,0,124,148,0,0,0,359
ad-tech-group.openssp,193,5284,47,399,5197,173206,1921,41432,0,0,1,1,0,0,9,23,0,0,0,77,0,0,53,1,0,0,306,177,0,0,0,770
rnewson.couchdb-lucene,73,15316,16,425,1647,682383,1120,50942,0,0,1,0,0,0,9,1,0,0,0,44,0,0,93,38,0,4,334,258,0,0,0,464
TestingForum.seleniumtestsframework,115,7909,26,483,6296,214078,3076,48401,0,0,2,1,0,0,55,1,0,0,0,61,0,0,61,37,0,0,242,290,0,0,0,478
forcedotcom.SalesforceCanvasFrameworkSDK,14,1583,4,166,667,86463,259,23700,0,0,1,0,0,0,3,0,0,0,0,4,0,0,34,3,0,0,118,162,0,0,0,151
tolbertam.sstable-tools,32664,4624,2193,0,1070178,149952,385677,0,0,0,340,304,0,0,1060,1609,0,0,0,2532,0,0,0,0,0,0,0,0,0,0,0,0
langhsu.mblog,266,4371,5,468,2167,190627,683,61386,0,0,0,0,0,0,16,2,0,0,0,1,0,0,44,38,0,0,161,291,0,0,0,717
flipkart-incubator.zjsonpatch,20,1252,0,65,777,66570,0,13134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,10,82,0,0,0,14
biezhi.blade,224,684,43,28,9481,31119,5081,2680,0,0,1,3,0,0,32,10,0,0,0,61,0,0,1,1,0,0,28,20,0,0,0,55
fozziethebeat.S-Space,970,1595,154,1,38328,78704,11227,14,0,0,24,0,0,0,176,50,0,0,0,120,0,0,0,0,0,0,0,1,0,0,0,0
akihyro.orika-spring-boot-starter,4,316,1,24,128,10667,37,5041,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,6,20,0,0,0,21
Progether.JAdventure,789,187,71,0,24558,4980,5727,0,0,0,7,7,0,0,74,27,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0
BaiduPS.tera,10,0,5,0,590,0,264,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bmwcarit.joynr,35654,12543,1559,571,789796,559229,225503,93278,0,0,118,180,0,2,831,1898,0,0,0,2072,0,0,25,18,0,0,537,295,0,0,0,668
microprofile.microprofile-config,66,1070,3,101,1785,34048,266,11453,0,0,1,0,0,0,0,22,0,0,0,0,0,0,9,13,0,0,66,105,0,0,0,32
grumlimited.geocalc,9,34,0,4,458,2060,0,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,52
